,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean
4361,ServiceNow,206763.85,206980.0,206980.0,206763.85,,,,Lead Data Scientist
4362,Box,123716.4,123140.0,123140.0,123716.4,,,,Senior Data Scientist
4363,Allstate,152675.26,129690.0,206980.0,152675.26,13334.49,13334.49,6859.16,Senior Data Scientist
4364,LinkedIn,186284.62,176850.0,195190.0,186284.62,,,,Data Scientist
4365,KPMG,152368.72,123140.0,195190.0,152368.72,,,,Senior Data Scientist
4366,Glassdoor,199495.97,162440.0,252830.0,200025.21,18068.83,18068.83,39909.15,Senior Data Scientist
4367,84.51°,148650.94,113970.0,179470.0,148650.94,17299.86,17299.86,,Lead Data Scientist
4368,Facebook,262689.06,225320.0,302610.0,250177.25,54306.05,54306.05,162836.93,Lead Data Scientist
4369,Amgen,120297.3,113970.0,141480.0,120297.3,27060.67,18287.6,13546.71,Senior Data Scientist
4370,Apple,235407.0,200430.0,381210.0,235407.0,27373.76,27373.76,4154.01,Senior Data Scientist
4371,Oracle,173065.41,107420.0,246280.0,173065.41,,,19969.64,Senior Data Scientist
4372,NIKE,198457.14,157200.0,222700.0,198457.14,23648.120000000006,24538.92,8483.56,Senior Data Scientist
4373,AT&T,197096.05,172920.0,218770.0,197096.05,25848.92,25848.92,,Senior Data Scientist
4374,SAP,177638.62,144100.0,208290.0,177638.62,24802.23,24802.23,,Senior Data Scientist
4375,Nielsen,133211.28,117900.0,154580.0,133211.28,11927.55,11927.55,2737.9,Lead Data Scientist
4376,Accenture,145619.6,103490.0,200430.0,145619.6,6602.4000000000015,6602.4000000000015,,Data Scientist
4377,Intuit,244347.75,189950.0,265930.0,244347.75,44560.96,44560.96,80621.33,Senior Data Scientist
4378,Axtria,94663.22,94320.0,137550.0,94663.22,,,,Data Scientist
4379,Booz Allen Hamilton,171600.83000000002,121830.0,218770.0,175205.95,4317.76,4317.76,,Lead Data Scientist
4380,Amazon,193941.57,172920.0,224010.0,193941.57,52961.99000000001,52961.99000000001,114205.8,Senior Data Scientist
4381,Liberty Mutual Insurance,138359.58000000002,137550.0,138860.0,138359.58000000002,11676.03,11676.03,,Senior Data Scientist
4382,Accenture,195541.08,154580.0,248900.0,195541.08,7884.89,7884.89,,Lead Data Scientist
4383,Capital One,201688.91,171610.0,227940.0,187839.59,20868.3,18972.73,2710.390000000001,Lead Data Scientist
4384,Civis Analytics,95504.24,81220.0,112660.0,95504.24,,,,Data Scientist
4385,Altair Engineering,136240.0,136240.0,171662.4,136240.0,,,,Data Scientist
4386,GE,178782.25,159820.0,200430.0,178782.25,14.41,14.41,,Senior Data Scientist
4387,Amazon,203050.0,174230.0,254140.0,201370.58,,,120071.98,Senior Data Scientist
4388,Caterpillar,128380.0,119210.0,146720.0,128380.0,20530.32,20530.32,,Senior Data Scientist
4389,Humana,149266.64,82530.0,163750.0,149266.64,26408.29,26408.29,5374.93,Lead Data Scientist
4390,CGI,211413.04,210910.0,210910.0,211413.04,,,,Data Scientist
4391,SunTrust,106928.75,104800.0,127070.0,106928.75,,,,Senior Data Scientist
4392,PayPal,193807.95,174230.0,200430.0,193807.95,,,,Junior Data Scientist
4393,Verizon,191715.88,144100.0,252830.0,175652.66,13436.67,13436.67,2016.09,Senior Data Scientist
4394,Cypress Semiconductor,148098.12,148030.0,148030.0,148098.12,,,,Senior Data Scientist
4395,Humana,135084.58000000002,120520.0,141480.0,139365.66,11318.4,11242.42,13313.53,Senior Data Scientist
4396,MassMutual,103533.23,98250.0,137550.0,103533.23,,,,Junior Data Scientist
4397,Ascensus,103734.97,94320.0,127070.0,103734.97,,,,Data Scientist
4398,Internet Brands,71549.58,66810.0,75980.0,71549.58,,,,Data Scientist
4399,Target,200819.07,140170.0,260690.0,200819.07,16461.46,16461.46,,Lead Data Scientist
4400,Capital One,168751.58000000002,145410.0,233180.0,187839.59,20868.3,18972.73,2710.390000000001,Lead Data Scientist
4401,Axtria,150032.99000000002,140170.0,186020.0,150032.99000000002,,,,Lead Data Scientist
4402,ZS Associates,151036.45,150650.0,187330.0,151036.45,,,,Data Scientist
4403,Arm,167395.73,167680.0,167680.0,167395.73,,,,Senior Data Scientist
4404,GE,179167.39,155890.0,226630.0,179167.39,20771.36,20771.36,,Senior Data Scientist
4405,Facebook,160303.39,145410.0,206980.0,160303.39,16001.65,16001.65,26616.58,Data Scientist
4406,Satmap,166941.16,166370.0,166370.0,166941.16,,,,Data Scientist
4407,Spotify,198607.79,161130.0,243660.0,198607.79,,,80257.15000000001,Senior Data Scientist
4408,Twitter,240588.05,205670.0,286890.0,240588.05,26937.53,26937.53,156983.85,Senior Data Scientist
4409,Booz Allen Hamilton,102917.53,72050.0,111350.0,100731.14,2825.67,2825.67,,Junior Data Scientist
4410,IBM,128966.88,53710.0,176850.0,128966.88,,,,Junior Data Scientist
4411,Audible,154953.35,154580.0,174230.0,154953.35,,,,Senior Data Scientist
4412,Slalom,135967.52000000002,136240.0,159820.0,135967.52000000002,,,,Data Scientist
4413,Walmart,220649.85,145410.0,247590.0,220649.85,40741.0,40741.0,51527.54,Senior Data Scientist
4414,Colaberry,113611.06,106110.0,127070.0,113611.06,,,,Senior Data Scientist
4415,Intel Corporation,184509.57,158510.0,233180.0,185892.93,38782.55,26706.97,19492.8,Senior Data Scientist
4416,Zest AI,189372.29,170300.0,212220.0,189372.29,,,32095.0,Senior Data Scientist
4417,Chegg,195465.1,186020.0,256760.0,195465.1,,,,Senior Data Scientist
4418,Oracle,195550.25,162440.0,238420.0,195550.25,,,27056.74,Lead Data Scientist
4419,Fidelity Investments,143725.34,87770.0,172920.0,143725.34,,,,Lead Data Scientist
4420,McKinsey & Company,208844.13,149340.0,217460.0,208844.13,21315.01,21315.01,,Data Scientist
4421,Equifax,109802.89,110040.0,134930.0,109802.89,,,,Senior Data Scientist
4422,Insurance Services Office,160392.47,140170.0,174230.0,160392.47,,,,Senior Data Scientist
4423,Expedia Group,209444.11,191260.0,242350.0,209444.11,31834.31,31834.31,31018.18,Senior Data Scientist
4424,T-Mobile,172861.05000000002,144100.0,187330.0,172861.05000000002,10844.18,10844.18,2710.390000000001,Senior Data Scientist
4425,UnitedHealth Group,139742.94,134930.0,183400.0,139742.94,10863.83,10863.83,4134.3600000000015,Senior Data Scientist
4426,J.P. Morgan,138673.98,119210.0,235800.0,138673.98,26625.75,26625.75,,Senior Data Scientist
4427,Google,199544.44,145410.0,233180.0,199544.44,41880.7,41880.7,79818.3,Senior Data Scientist
4428,Pivotal,187658.81,151960.0,238420.0,187658.81,2756.24,,2756.24,Senior Data Scientist
4429,Visa Inc.,199062.36,162440.0,226630.0,199062.36,20552.59,20552.59,23187.0,Senior Data Scientist
4430,Digitas,140035.07,128380.0,168990.0,140035.07,,,,Senior Data Scientist
4431,Allstate,115303.58,110040.0,140170.0,115303.58,4540.46,4540.46,,Junior Data Scientist
4432,The Hartford,106679.85,91700.0,128380.0,106679.85,8923.720000000001,8923.720000000001,,Data Scientist
4433,Deloitte,113512.81,104800.0,149340.0,113512.81,,,,Lead Data Scientist
4434,Aetna,188007.27,172920.0,220080.0,188007.27,27561.09,27561.09,,Lead Data Scientist
4435,Twitter,203163.97,187330.0,220080.0,203163.97,29157.98,29157.98,79818.3,Senior Data Scientist
4436,Comcast,207712.29,178160.0,250210.0,207712.29,20771.36,20771.36,13554.57,Lead Data Scientist
4437,Think Big,212594.66,191260.0,252830.0,,,,,Lead Data Scientist
4438,Uber,258174.8,210910.0,280340.0,258174.8,30885.870000000006,30885.870000000006,109405.96,Lead Data Scientist
4439,Capital One,121147.49,102180.0,129690.0,121147.49,,,,Data Scientist
4440,PayPal,196680.78,191260.0,213530.0,196680.78,,,,Senior Data Scientist
4441,eBay,207173.88,195190.0,226630.0,207173.88,,,,Senior Data Scientist
4442,Avanade,250959.32,246280.0,301300.0,250959.32,,,,Lead Data Scientist
4443,DataRobot,212362.79,145410.0,267240.0,212362.79,39424.45,39424.45,26545.84,Data Scientist
4444,Lowe's,171763.27000000002,146720.0,176850.0,171763.27000000002,20002.39,20002.39,,Senior Data Scientist
4445,Lockheed Martin,169937.13,142790.0,203050.0,169937.13,3988.95,3988.95,,Senior Data Scientist
4446,Think Big,187804.22,167680.0,226630.0,,,,,Senior Data Scientist
4447,C3.ai,220437.63,189950.0,260690.0,220437.63,35524.58,35524.58,,Senior Data Scientist
4448,Target,172403.86000000002,132310.0,259380.0,147820.4,,,,Senior Data Scientist
4449,Tiger Analytics,158960.64,142790.0,186020.0,158960.64,,,,Senior Data Scientist
4450,Uptake,181611.85,158510.0,212220.0,181611.85,,,,Senior Data Scientist
4451,Alliance Data,154167.35,121830.0,197810.0,154167.35,,,,Senior Data Scientist
4452,Adobe,160509.06,123140.0,259380.0,160509.06,17292.0,17292.0,91700.0,Senior Data Scientist
4453,Elevate Credit,161728.67,117900.0,192570.0,161728.67,20268.32,20268.32,,Senior Data Scientist
4454,SAIC,144409.16,131000.0,170300.0,144409.16,,,,Senior Data Scientist
4455,Grand Rounds,254678.41,197810.0,280340.0,254678.41,,,56040.49000000001,Senior Data Scientist
4456,Comcast,126823.72,110040.0,189950.0,126823.72,,,,Senior Data Scientist
4457,PayPal,219590.06,151960.0,307850.0,219590.06,20022.04,20022.04,53307.83,Senior Data Scientist
4458,Honeywell,161398.55000000002,148030.0,180780.0,161398.55000000002,,,,Senior Data Scientist
4459,The Home Depot,153213.67,127070.0,159820.0,153213.67,10025.43,10025.43,1.31,Senior Data Scientist
4460,Perkins & Will,160392.47,159820.0,159820.0,160392.47,,,,Senior Data Scientist
4461,GE Healthcare,180317.57,174230.0,193880.0,180317.57,13334.49,13334.49,,Senior Data Scientist
4462,Booz Allen Hamilton,144626.62,108730.0,172920.0,144626.62,,,,Data Scientist
4463,J.P. Morgan,136039.57,113970.0,167680.0,136039.57,3.93,3.93,,Data Scientist
4464,Impetus Technologies,112915.45,96940.0,131000.0,112915.45,6755.67,6755.67,,Data Scientist
4465,IBM,131154.58000000002,98250.0,193880.0,131154.58000000002,19860.91,23113.64,2804.71,Data Scientist
4466,Glassdoor,219166.93,208290.0,256760.0,219166.93,20935.11,20935.11,19919.86,Lead Data Scientist
4467,S&P Global,201360.1,195190.0,286890.0,201360.1,29661.02,29661.02,,Lead Data Scientist
4468,AT&T,206266.05,192570.0,252830.0,206266.05,,,,Lead Data Scientist
4469,Fidelity Investments,180069.98,146720.0,196500.0,180069.98,49180.02,39300.0,16608.18,Lead Data Scientist
4470,Quantiphi,133660.61000000002,113970.0,150650.0,133660.61000000002,32750.0,32750.0,,Data Scientist
4471,Facebook,232198.81,225320.0,298680.0,250177.25,54306.05,54306.05,162836.93,Lead Data Scientist
4472,Microsoft,175184.99000000002,162440.0,229250.0,175184.99000000002,20487.09,20487.09,20328.58,Data Scientist
4473,Axtria,201265.78,182090.0,226630.0,201265.78,,,,Lead Data Scientist
4474,Think Partnership,141426.29,141480.0,176850.0,141426.29,,,,Data Scientist
4475,ZEFR,226082.42,141480.0,239730.0,226082.42,,,,Senior Data Scientist
4476,Exponent,148529.11000000002,133620.0,175540.0,148529.11000000002,,,,Senior Data Scientist
4477,Ayasdi,189638.22,165060.0,251520.0,189638.22,21532.47,21532.47,,Senior Data Scientist
4478,Integral Ad Science,194104.01,171610.0,235800.0,194104.01,18819.46,18819.46,703.47,Senior Data Scientist
4479,Hewlett Packard Enterprise | HPE,160080.69,151960.0,197810.0,160080.69,,,,Senior Data Scientist
4480,CBRE,173758.4,174230.0,174230.0,173758.4,,,,Senior Data Scientist
4481,Tesla,181272.56,158510.0,206980.0,181272.56,,,52289.96,Senior Data Scientist
4482,FedEx,134352.29,120520.0,141480.0,134352.29,,,,Senior Data Scientist
4483,Facebook,228289.77,170300.0,252830.0,228289.77,33180.99,33180.99,106238.38,Senior Data Scientist
4484,Wayfair,162657.46000000002,159820.0,172920.0,162657.46000000002,16283.3,16283.3,22290.96,Senior Data Scientist
4485,Spectrum,199195.98,183400.0,224010.0,199195.98,22910.59,22910.59,,Senior Data Scientist
4486,AOL,188829.95,168990.0,221390.0,188829.95,17225.190000000002,17225.190000000002,8302.78,Senior Data Scientist
4487,Akamai,202550.89,199120.0,213530.0,202550.89,20218.54,20218.54,27888.59,Senior Data Scientist
4488,Grubhub,156176.89,132310.0,191260.0,156176.89,,,40313.94,Senior Data Scientist
4489,Cisco Systems,194973.85,182090.0,226630.0,194973.85,32750.0,32750.0,39300.0,Senior Data Scientist
4490,Quicken Loans,140342.92,125760.0,153270.0,140342.92,35242.93,35242.93,,Senior Data Scientist
4491,Zillow,197525.73,129690.0,203050.0,197525.73,,,91989.51,Senior Data Scientist
4492,Moda Operandi,240588.05,213530.0,241040.0,240588.05,,,,Senior Data Scientist
4493,S&P Global,213778.9,145410.0,234490.0,213778.9,14525.28,14525.28,,Senior Data Scientist
4494,Ace American Insurance,99710.65,99560.0,99560.0,99710.65,,,,Junior Data Scientist
4495,Verizon,132441.0,94320.0,162440.0,132441.0,,,,Junior Data Scientist
4496,"Blue Cross Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas | HCSC",113164.35,107420.0,121830.0,113164.35,3996.81,3996.81,,Data Scientist
4497,Discover,108495.51,107420.0,124450.0,108495.51,,,,Data Scientist
4498,Mass General Brigham,106928.75,98250.0,120520.0,106928.75,,,,Data Scientist
4499,Walmart,129489.57,113970.0,163750.0,129489.57,32372.72,32372.72,16762.760000000002,Data Scientist
4500,Walmart,129489.57,113970.0,163750.0,129489.57,32372.72,32372.72,16762.760000000002,Data Scientist
4501,MetLife,118723.99,115280.0,141480.0,118723.99,5737.8,5737.8,,Senior Data Scientist
4502,Zillow,175462.71000000002,159820.0,179470.0,175462.71000000002,33305.44,33305.44,39966.79,Senior Data Scientist
4503,Sprint,124626.85,96940.0,133620.0,124626.85,13100.0,13100.0,,Senior Data Scientist
4504,Amazon,238328.3,212220.0,284270.0,238328.3,158885.97,158885.97,503138.25,Lead Data Scientist
4505,Verizon,192224.16,144100.0,252830.0,192224.16,38172.09,38172.09,13240.17,Lead Data Scientist
4506,Discover,124450.0,117900.0,148030.0,124450.0,6661.35,6661.35,,Senior Data Scientist
4507,KPMG,146782.88,119210.0,168990.0,146782.88,9962.55,9962.55,,Senior Data Scientist
4508,eBay,189798.04,158510.0,203050.0,189798.04,,,,Junior Data Scientist
4509,Accenture,215062.7,206980.0,237110.0,217014.6,13291.26,13291.26,13291.26,Lead Data Scientist
4510,Advisory Board,171016.57,167680.0,175540.0,171016.57,7446.04,7446.04,,Senior Data Scientist
4511,Coursera,230024.21,200430.0,239730.0,230024.21,5431.26,5431.26,,Senior Data Scientist
4512,Hewlett-Packard,193091.38,162440.0,247590.0,,,,,Senior Data Scientist
4513,Johnson & Johnson,155840.22,120520.0,199120.0,155840.22,36518.87,36518.87,36518.87,Senior Data Scientist
4514,Carvana,173276.32,150650.0,200430.0,173276.32,,,15.72,Senior Data Scientist
4515,Verisk Analytics,159685.07,149340.0,188640.0,159685.07,14890.77,14890.77,,Senior Data Scientist
4516,Redfin,179206.69,150650.0,183400.0,179206.69,17459.68,17459.68,2612846.0900000003,Senior Data Scientist
4517,McKesson,190849.97,138860.0,227940.0,190849.97,28.82,28.82,,Senior Data Scientist
4518,Sabre,171794.71000000002,131000.0,189950.0,153522.83000000002,3349.67,3349.67,3100.77,Senior Data Scientist
4519,Neustar,178769.15,141480.0,199120.0,178769.15,13436.67,13436.67,,Senior Data Scientist
4520,Pitney Bowes,161791.55000000002,151960.0,193880.0,161791.55000000002,,,,Senior Data Scientist
4521,Starbucks,185886.38,179470.0,196500.0,185886.38,10634.58,10634.58,11306.61,Senior Data Scientist
4522,UnitedHealthCare,149177.56,125760.0,159820.0,149177.56,5240.0,5240.0,,Senior Data Scientist
4523,Nordstrom,196306.12,179470.0,227940.0,196306.12,36081.33,32080.59,8001.48,Senior Data Scientist
4524,EMC,189119.46,170300.0,203050.0,,,,,Senior Data Scientist
4525,Philips,192363.02,178160.0,196500.0,192363.02,28019.59,28019.59,,Senior Data Scientist
4526,Conversant,186998.57,178160.0,225320.0,186998.57,14979.85,14979.85,,Senior Data Scientist
4527,Market Strategies International,132748.85,125760.0,138860.0,132748.85,,,,Senior Data Scientist
4528,Razorfish,192044.69,170300.0,209600.0,,,,,Senior Data Scientist
4529,Bayer,168223.65,159820.0,176850.0,168223.65,15950.56,15950.56,,Senior Data Scientist
4530,Optum,154280.01,127070.0,188640.0,154280.01,,,,Senior Data Scientist
4531,App Annie,178583.13,174230.0,199120.0,178583.13,18341.31,18341.31,,Senior Data Scientist
4532,1010data,143071.65,140170.0,182090.0,143071.65,30659.24,30659.24,,Senior Data Scientist
4533,USAA,153142.93,142790.0,166370.0,153142.93,25146.76,25146.76,,Senior Data Scientist
4534,MITRE,154792.22,150650.0,162440.0,154792.22,,,,Senior Data Scientist
4535,AbbVie,169931.89,159820.0,180780.0,169931.89,12587.79,11896.11,13279.47,Senior Data Scientist
4536,BNY Mellon,160822.15,140170.0,191260.0,160822.15,,,,Senior Data Scientist
4537,MaxPoint,142990.43,140170.0,172920.0,,,,,Senior Data Scientist
4538,Verizon Wireless,131655.0,119210.0,148030.0,132441.0,,,,Junior Data Scientist
4539,Jvion,114279.16,100870.0,127070.0,114279.16,12655.91,12655.91,,Junior Data Scientist
4540,Comscore,109977.12,93010.0,131000.0,109977.12,3333.9500000000007,3333.9500000000007,,Data Scientist
4541,Zurich North America,119626.58,112660.0,128380.0,119626.58,12891.71,12891.71,,Data Scientist
4542,Brunswick,116905.71,116590.0,116590.0,116905.71,,,,Data Scientist
4543,Intuit,167563.41,153270.0,193880.0,167563.41,,,,Data Scientist
4544,CATALINA MARKETING,123481.91,113970.0,127070.0,123481.91,,,,Data Scientist
4545,KPMG,119650.16,98250.0,127070.0,119650.16,6890.6,6890.6,,Data Scientist
4546,Boston Consulting Group,268221.19,258070.0,280340.0,268221.19,59175.32,44291.1,29767.13,Lead Data Scientist
4547,IBM,137177.96,121830.0,162440.0,137177.96,,,,Data Scientist Intern
4548,Uber,182855.04,176850.0,204360.0,182855.04,18100.27,18100.27,47715.44,Senior Data Scientist
4549,AppsTek,113611.06,113970.0,113970.0,113611.06,,,,Senior Data Scientist
4550,HERE Technologies,121109.5,113970.0,150650.0,121109.5,,,,Senior Data Scientist
4551,INFOMATICS,109601.15,107420.0,113970.0,109601.15,,,,Senior Data Scientist
4552,Walmart,202650.45,172920.0,225320.0,202650.45,,,,Lead Data Scientist
4553,IBM,299532.81,197810.0,318330.0,299532.81,,,,Lead Data Scientist
4554,Thomson Reuters,213894.18,172920.0,233180.0,213894.18,33965.68,33965.68,,Lead Data Scientist
4555,Walmart eCommerce,277004.74,259380.0,301300.0,277004.74,55775.87,55775.87,125610.66,Lead Data Scientist
4556,CloudMedx,158094.73,153270.0,172920.0,158094.73,14783.35,14783.35,14758.46,Data Scientist
4557,"Discovery, Inc.",115214.5,110040.0,120520.0,115214.5,,,,Data Scientist
4558,Petco,101999.22,100870.0,107420.0,101999.22,,,,Data Scientist
4559,Infosys,180608.39,180780.0,180780.0,180608.39,,,,Lead Data Scientist
4560,Amazon,191709.33,166370.0,204360.0,204435.98,,,92958.91,Lead Data Scientist
4561,Blue Yonder,118839.27,119210.0,159820.0,118839.27,,,,Data Scientist
4562,J.P. Morgan,148192.44,136240.0,186020.0,148192.44,47948.62,47948.62,8254.31,Lead Data Scientist
4563,Booz Allen Hamilton,114813.64,108730.0,127070.0,114813.64,,,,Senior Data Scientist
4564,LinkedIn,249526.18,220080.0,267240.0,249526.18,31527.77,31527.77,,Senior Data Scientist
4565,Visa Inc.,163668.78,163750.0,183400.0,163668.78,,,,Senior Data Scientist
4566,Walmart eCommerce,221048.09,203050.0,233180.0,221048.09,40537.95,40537.95,81075.90000000001,Senior Data Scientist
4567,Yelp,207173.88,162440.0,213530.0,207173.88,,,39721.82,Data Scientist
4568,DoorDash,183782.52,159820.0,200430.0,183782.52,,,,Data Scientist
4569,Sprint,157293.01,128380.0,178160.0,157293.01,14319.61,12401.77,16236.14,Senior Data Scientist
4570,Excellus BlueCross BlueShield,138588.83000000002,136240.0,140170.0,138588.83000000002,,,,Senior Data Scientist
4571,S&P Global,163734.28,159820.0,187330.0,163734.28,,,,Senior Data Scientist
4572,Nationwide,121258.84,116590.0,133620.0,122967.08,3057.54,3057.54,,Data Scientist
4573,Salesforce,215002.44,197810.0,233180.0,215002.44,,,,Senior Data Scientist
4574,Seagate Technology,154353.37,150650.0,183400.0,154353.37,27013.51,27013.51,,Senior Data Scientist
4575,BCG Digital Ventures,178720.68,154580.0,252830.0,178720.68,67788.57,53167.66,14620.91,Senior Data Scientist
4576,Groupon,225361.92,196500.0,284270.0,225361.92,20332.51,20332.51,27109.14,Senior Data Scientist
4577,Lumen,161241.35,136240.0,166370.0,161241.35,18046.56,18046.56,,Senior Data Scientist
4578,OnDeck,129754.19,129690.0,172920.0,129754.19,15130.5,15130.5,10092.24,Senior Data Scientist
