Position_clean,bonus_pay,cash_bonus,company_industry_Accounting,company_industry_Advertising & Marketing,company_industry_Aerospace & Defense,company_industry_Airlines,company_industry_Architectural & Engineering Services,company_industry_Banks & Credit Unions,company_industry_Beauty & Personal Accessories Stores,company_industry_Biotech & Pharmaceuticals,company_industry_Brokerage Services,company_industry_Building & Personnel Services,"company_industry_Cable, Internet & Telephone Providers",company_industry_Chemical Manufacturing,company_industry_Colleges & Universities,company_industry_Computer Hardware & Software,company_industry_Consulting,"company_industry_Department, Clothing, & Shoe Stores",company_industry_Education Training Services,company_industry_Electrical & Electronic Manufacturing,company_industry_Energy,company_industry_Enterprise Software & Network Solutions,company_industry_Federal Agencies,company_industry_Financial Analytics & Research,company_industry_Food & Beverage Manufacturing,company_industry_Food & Beverage Stores,company_industry_Grocery Stores & Supermarkets,company_industry_Health Care Products Manufacturing,company_industry_Health Care Services & Hospitals,company_industry_IT Services,company_industry_Insurance Agencies & Brokerages,company_industry_Insurance Carriers,company_industry_Internet,company_industry_Investment Banking & Asset Management,company_industry_Lending,company_industry_Other Retail Stores,company_industry_Publishing,company_industry_Real Estate,company_industry_Research & Development,company_industry_Staffing & Outsourcing,company_industry_TV Broadcast & Cable Networks,company_industry_Telecommunications Services,company_industry_Transportation Equipment Manufacturing,company_industry_Transportation Management,company_industry_Trucking,company_industry_Utilities,company_rating,company_revenue_$1 to $2 billion (USD),company_revenue_$1 to $5 million (USD),company_revenue_$10 to $25 million (USD),company_revenue_$10+ billion (USD),company_revenue_$100 to $500 million (USD),company_revenue_$2 to $5 billion (USD),company_revenue_$25 to $50 million (USD),company_revenue_$5 to $10 billion (USD),company_revenue_$5 to $10 million (USD),company_revenue_$50 to $100 million (USD),company_revenue_$500 million to $1 billion (USD),company_revenue_Less than $1 million (USD),company_size_1 to 50 Employees,company_size_10000+ Employees,company_size_1001 to 5000 Employees,company_size_201 to 500 Employees,company_size_5001 to 10000 Employees,company_size_501 to 1000 Employees,company_size_51 to 200 Employees,company_type_College / University,company_type_Company - Private,company_type_Company - Public,company_type_Government,company_type_Nonprofit Organization,company_type_Subsidiary or Business Segment,company_year_founded,lower_bound_salary,salary,stock_bonus,upper_bound_salary,company_lat,company_long,"('data',)","('experience',)","('business',)","('Data',)","('team',)","('Experience',)","('learning',)","('work',)","('We',)","('analysis',)","('science',)","('machine',)","('models',)","('The',)","('new',)","('solutions',)","('skills',)","('Science',)","('working',)","('years',)","('machine', 'learning')","('data', 'science')","('Data', 'Scientist')","('Data', 'Science')","('years', 'experience')","('Computer', 'Science')","('national', 'origin')","('sexual', 'orientation')","('Machine', 'Learning')","('gender', 'identity')","('veteran', 'status')","('data', 'scientists')","('data', 'analysis')","('qualified', 'applicants')","('data', 'sets')","('deep', 'learning')","('communication', 'skills')","('orientation', 'gender')","('Experience', 'working')","('without', 'regard')","('sexual', 'orientation', 'gender')","('race', 'color', 'religion')","('orientation', 'gender', 'identity')","('without', 'regard', 'race')","('regard', 'race', 'color')","('employment', 'without', 'regard')","('receive', 'consideration', 'employment')","('consideration', 'employment', 'without')","('equal', 'opportunity', 'employer')","('applicants', 'receive', 'consideration')","('qualified', 'applicants', 'receive')","('protected', 'veteran', 'status')","('All', 'qualified', 'applicants')","('natural', 'language', 'processing')","('gender', 'gender', 'identity')","('2', 'years', 'experience')","('color', 'national', 'origin')","('people', 'around', 'world')","('color', 'religion', 'sex')","('Senior', 'Data', 'Scientist')",Country_CA,Country_UK,Country_US,Remote
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,0.5815166,-1.913732778,0.57070581,0.597738895,-1.365132619,0.679549408,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,0.683232537,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,1.584758349,1.540361147,-0.599542505,1.887503188,-0.644798153,1.566720223,-0.530991281,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,-1.717627734,0.521927121,0.57070581,0.597738895,-1.365132619,-1.469840202,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,-1.461916677,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,-0.630272142,1.540361147,-0.599542505,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,-1.717627734,0.521927121,0.57070581,0.597738895,-1.365132619,-1.469840202,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,-1.461916677,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,-0.630272142,1.540361147,-0.599542505,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.946540242,-1.015392977,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,-1.717627734,-1.913732778,0.57070581,0.597738895,0.731671799,-1.469840202,-1.323927439,-1.351175145,0.672198804,-1.375753024,0.652082071,0.62121753,0.696167524,0.55808854,-1.461916677,0.958136156,-1.304046797,-0.838907486,-0.720391945,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,1.681155278,-0.630272142,1.540361147,1.665985367,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,-2.89392421,0.470622668,0.527368057,0.5815166,0.521927121,0.57070581,0.597738895,0.731671799,0.679549408,-1.323927439,0.73922988,0.672198804,-1.375753024,0.652082071,0.62121753,0.696167524,-1.789732216,0.683232537,0.958136156,-1.304046797,-0.838907486,-0.720391945,-0.882187221,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,1.681155278,1.584758349,1.540361147,-0.599542505,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,-1.710644078,1.562922973,0.108786338,0.319086386,0.579714791,-2.89392421,0.470622668,0.527368057,0.5815166,0.521927121,0.57070581,0.597738895,-1.365132619,0.679549408,0.754443945,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,0.683232537,-1.042470878,-1.304046797,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,-0.630272142,1.540361147,-0.599542505,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,6.62539869
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-0.107801412,0.822739879,0.562418759,1.730357311,0.561661244,0.001468709,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,-1.717627734,0.521927121,0.57070581,0.597738895,-1.365132619,-1.469840202,0.754443945,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,-1.461916677,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,-0.630272142,1.540361147,1.665985367,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,2.986599339,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-2.355042074,-0.575165749,0.562418759,-2.445753583,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,0.5815166,-1.913732778,0.57070581,0.597738895,-1.365132619,0.679549408,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,0.683232537,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,1.584758349,1.540361147,-0.599542505,1.887503188,-0.644798153,1.566720223,-0.530991281,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-2.355042074,-0.575165749,0.562418759,-2.445753583,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,0.5815166,-1.913732778,0.57070581,0.597738895,-1.365132619,0.679549408,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,0.683232537,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,1.584758349,1.540361147,-0.599542505,1.887503188,-0.644798153,1.566720223,-0.530991281,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
-0.538743426,-0.788607783,0.343191018,-0.068559259,-0.138096783,-0.235709766,-0.084066561,-0.059339165,-0.124256541,-0.034219296,-0.277187668,-0.059339165,-0.048421783,-0.048421783,-0.059339165,-0.059339165,-0.327912096,-0.221545725,-0.133631926,-0.034219296,-0.07669671,-0.162515676,-0.321306931,-0.142431915,-0.07669671,-0.034219296,-0.059339165,-0.07669671,-0.048421783,-0.16626812,-0.259655464,-0.068559259,-0.262212587,1.968617961,-0.142431915,-0.114163726,-0.09085585,-0.068559259,-0.059339165,-0.09085585,-0.114163726,-0.048421783,-0.048421783,-0.059339165,-0.034219296,-0.034219296,-0.068559259,1.39984715,-0.203506419,-0.034219296,-0.108786338,-0.907645599,-0.269775834,-0.235709766,-0.103142696,2.533488162,-0.103142696,-0.059339165,-0.215671272,-0.108786338,-0.193966402,0.765945702,-0.440656276,-0.221545725,-0.249231286,-0.180582103,-0.180582103,-0.059339165,-0.588724747,0.729787142,-0.162515676,-0.212684291,-0.124256541,0.261772505,-2.355042074,-0.575165749,0.562418759,-2.445753583,0.94630751,-1.018165179,0.108786338,0.319086386,0.579714791,0.345146924,0.470622668,0.527368057,-1.717627734,0.521927121,0.57070581,0.597738895,-1.365132619,-1.469840202,-1.323927439,0.73922988,0.672198804,-1.375753024,-1.53175357,0.62121753,0.696167524,0.55808854,-1.461916677,-1.042470878,0.765945702,-0.838907486,1.386507785,1.132218894,1.013557707,1.025500721,-0.633898868,1.105678582,1.193510123,-0.594132531,-0.630272142,1.540361147,-0.599542505,-0.529180054,-0.644798153,1.566720223,1.881064859,-0.624837398,1.566720223,-0.561694488,-0.520111717,-0.518295378,-0.4982439,-0.479872471,-0.472476452,-0.472476452,-0.487240027,-0.457587432,-0.453842726,2.097595084,-0.42924354,-0.386289286,2.38017509,-0.334436905,2.448055195,3.54130675,-0.38026648,-0.279626827,-0.162515676,-0.363965239,0.408009199,-0.150757575
