,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
157,Argos,Data Scientist,,132240.0,144420.0,140940.0,140940.0,3480.0,
158,Microsoft,Data Scientist - Contractor,,175740.0,191400.0,,,,
159,Credit Suisse,Data Scientist,,85260.0,92220.0,87870.0,87870.0,,
160,Booking.com,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
161,Ministry of Justice UK,Data Scientist,,57420.0,60900.0,59160.0,59160.0,,
162,ASOS,Data Scientist,,104400.0,113100.0,107880.0,107880.0,11310.0,
163,British Gas,Data Scientist,,90480.0,97440.0,93960.0,93960.0,,
164,PA Consulting,Data Scientist,,85260.0,93960.0,89610.0,89610.0,6960.0,
165,University of Manchester,Data Scientist,,52200.0,55680.0,53070.0,53070.0,,
166,Arup,Data Scientist,,92220.0,99180.0,3480.0,3480.0,,
167,Arup,Data Scientist - Monthly Intern,41760.0,3480.0,3480.0,,,,
168,Transport for London,Data Scientist,,90480.0,99180.0,93960.0,93960.0,,
169,University of Edinburgh,Data Scientist - Contractor,,66120.0,71340.0,,,,
170,University of Edinburgh,Data Scientist,,69600.0,76560.0,73950.0,73950.0,,
171,DXC Technology,Data Scientist,,81780.0,90480.0,85260.0,85260.0,,
172,Hewlett Packard Enterprise | HPE,Data Scientist,,125280.0,135720.0,131370.0,131370.0,3480.0,
173,Sage,Data Scientist,,85260.0,90480.0,88740.0,88740.0,,
174,Shell,Data Scientist - Hourly Contractor,,246105.6,264201.6,,,,
175,Tata Consultancy Services,Data Scientist,,71340.0,78300.0,75690.0,75690.0,,
176,Ordnance Survey,Data Scientist,,55680.0,60900.0,57420.0,57420.0,,
177,Direct Line Group,Data Scientist,,116580.0,125280.0,120930.0,120930.0,,
178,THG,Data Scientist - Intern,,50460.0,53940.0,,,,
179,FCA,Data Scientist,,67860.0,73080.0,69600.0,69600.0,6960.0,
180,SSE,Data Scientist,,78300.0,85260.0,104.4,104.4,,
181,CGI,Data Scientist,,90480.0,99180.0,95700.0,95700.0,,3480.0
182,Pearson,Data Scientist - Monthly Intern,31320.0,1740.0,3480.0,,,,
183,IQVIA,Data Scientist - Intern,,40020.0,43500.0,,,,
184,University of Bristol,Data Scientist,,60900.0,66120.0,62640.0,62640.0,,
185,Amey,Data Scientist,,67860.0,71340.0,70470.0,70470.0,,
186,Sainsbury’s,Data Scientist,,66120.0,73080.0,69600.0,69600.0,,
187,University of Leeds,Data Scientist - Monthly Intern,20441.52,1668.66,1740.0,,,,
188,University of Leeds,Data Scientist - Intern,,34800.0,38280.0,,,,
189,RB,Data Scientist,,31320.0,34800.0,33060.0,33060.0,,
190,Aon,Data Scientist,,99180.0,107880.0,102660.0,102660.0,9570.0,
191,Nomura Holdings,Data Scientist - Monthly,104400.0,8700.0,8700.0,8700.0,8700.0,,
192,Virgin Money,Data Scientist,,67860.0,73080.0,70470.0,70470.0,6960.0,
193,QinetiQ,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
194,Schlumberger,Data Scientist,,78300.0,85260.0,81780.0,81780.0,,
195,Worldpay,Data Scientist,,92220.0,99180.0,95700.0,95700.0,,
196,Openreach,Data Scientist,,69600.0,76560.0,72210.0,72210.0,1.74,
197,Sopra Steria,Data Scientist,,59160.0,62640.0,60900.0,60900.0,,
198,Visa Inc.,Data Scientist - Intern,,36540.0,40020.0,,,,
199,National Grid,Data Scientist,,69600.0,74820.0,71340.0,71340.0,10.44,
200,Diageo,Data Scientist,,140940.0,151380.0,146160.0,146160.0,,
201,AXA,Data Scientist,,59160.0,62640.0,60900.0,60900.0,,
202,Capital One,Data Scientist,,57420.0,60900.0,58290.0,58290.0,5220.0,
203,LV=,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
204,OVO Energy,Data Scientist,,57420.0,64380.0,60900.0,60900.0,,
205,Thames Water,Data Scientist,,66120.0,73080.0,70470.0,70470.0,,
206,GlobalData,Data Scientist,,57420.0,62640.0,60900.0,60900.0,,
207,Johnson Matthey,Data Scientist,,53940.0,59160.0,57420.0,57420.0,,
208,Sky Betting & Gaming,Data Scientist,,74820.0,81780.0,78300.0,78300.0,7830.0,
209,Uber,Data Scientist,,57420.0,64380.0,60900.0,60900.0,,
210,Boston Consulting Group,Data Scientist,,97440.0,106140.0,101790.0,101790.0,,
211,Monzo Bank,Data Scientist,,100920.0,107880.0,103530.0,103530.0,,
212,Gamesys,Data Scientist - Hourly,,57907.2,61526.4,57907.2,57907.2,,
213,Gamesys,Data Scientist,,118320.0,127020.0,27.84,27.84,,
214,Auto Trader UK,Data Scientist,,76560.0,83520.0,80040.0,80040.0,,
215,Mars,Data Scientist,,167040.0,180960.0,174870.0,174870.0,,
216,Explore Group,Data Scientist,,180960.0,196620.0,189660.0,189660.0,,
217,Zurich Insurance,Data Scientist,,59160.0,64380.0,62640.0,62640.0,3480.0,
218,Queen's University Belfast,Data Scientist,,53940.0,59160.0,55680.0,55680.0,,
219,University of Strathclyde,Data Scientist,,59160.0,64380.0,61770.0,61770.0,,
220,The National Trust,Data Scientist,,73080.0,80040.0,75690.0,75690.0,,
221,Investec,Data Scientist,,87000.0,93960.0,90480.0,90480.0,,
222,Hiscox,Data Scientist,,71340.0,74820.0,73080.0,73080.0,,
223,ITV,Data Scientist,,66120.0,69600.0,68730.0,68730.0,,
224,Veolia,Data Scientist,,66120.0,71340.0,68730.0,68730.0,,26.1
225,Allstate Northern Ireland,Data Scientist - Intern,,26100.0,27840.0,,,,
226,Allstate Northern Ireland,Data Scientist,,64380.0,69600.0,66990.0,66990.0,,
227,News UK,Data Scientist,,76560.0,83520.0,80040.0,80040.0,,
228,Allianz,Data Scientist,,60900.0,64380.0,62640.0,62640.0,3480.0,
229,Heat Recruitment,Data Scientist,,73080.0,80040.0,75690.0,75690.0,,
230,Oliver Wyman,Data Scientist - Contractor,,67860.0,73080.0,,,,
231,Severn Trent,Data Scientist,,57420.0,62640.0,60030.0,60030.0,,
232,AXA UK,Data Scientist,,66120.0,71340.0,70470.0,70470.0,3480.0,
233,BJSS,Data Scientist,,93960.0,102660.0,98310.0,98310.0,9570.0,
234,GE Aviation,Data Scientist,,95700.0,104400.0,33060.0,33060.0,,
235,University of Reading,Data Scientist,,52200.0,55680.0,53940.0,53940.0,,
236,GE Aviation,Data Scientist - Intern,,31320.0,34800.0,,,,
237,Roche,Data Scientist,,88740.0,95700.0,92220.0,92220.0,,
238,Roche,Data Scientist - Hourly Contractor,,65145.6,72384.0,,,,
239,Cision,Data Scientist,,132240.0,142680.0,136590.0,136590.0,,
240,Cabinet Office UK,Data Scientist,,62640.0,67860.0,65250.0,65250.0,,
241,Revolut,Data Scientist - Contractor,,123540.0,132240.0,,,,
242,Citrix,Data Scientist,,78300.0,81780.0,80040.0,80040.0,,20880.0
243,Knight Frank,Data Scientist,,83520.0,90480.0,87000.0,87000.0,,
244,LexisNexis Legal & Professional,Data Scientist,,153120.0,165300.0,158340.0,158340.0,,
245,GE Healthcare,Data Scientist,,90480.0,97440.0,93090.0,93090.0,,
246,NHS Digital,Data Scientist,,40020.0,43500.0,41760.0,41760.0,,
247,Avanade,Data Scientist,,104400.0,114840.0,109620.0,109620.0,,
248,Caterpillar,Data Scientist,,60900.0,66120.0,64380.0,64380.0,,
249,BMW,Data Scientist,,29580.0,31320.0,30450.0,30450.0,,
250,Jagex,Data Scientist,,78300.0,83520.0,80040.0,80040.0,8700.0,
251,Royal Bank of Scotland International,Data Scientist,,46980.0,50460.0,48720.0,48720.0,,
252,Medical Research Council,Data Scientist - Monthly,41760.0,3480.0,3480.0,3480.0,3480.0,,
253,Citizens Advice,Data Scientist,,64380.0,69600.0,66990.0,66990.0,,
254,Office for National Statistics,Data Scientist - Hourly Contractor,,65145.6,72384.0,,,,
255,Office for National Statistics,Data Scientist,,46980.0,50460.0,49590.0,49590.0,,
256,GE Capital,Data Scientist,,102660.0,111360.0,108750.0,108750.0,10440.0,
257,Tripadvisor,Data Scientist,,120060.0,130500.0,125280.0,125280.0,,
258,Pfizer,Data Scientist - Intern,,31320.0,33060.0,,,,
259,"City, University of London",Data Scientist - Monthly Intern,20462.4,1670.4,1740.0,,,,
260,Science and Technology Facilities Council,Data Scientist,,85260.0,92220.0,87000.0,87000.0,,
261,QBE,Data Scientist,,85260.0,90480.0,88740.0,88740.0,8700.0,
262,Publicis Groupe,Data Scientist,,76560.0,81780.0,80040.0,80040.0,,
263,MS Amlin,Data Scientist,,67860.0,73080.0,72210.0,72210.0,,
264,Freelancer,Data Scientist,,17400.0,17400.0,17400.0,17400.0,,
265,Wavemaker,Data Scientist,,59160.0,64380.0,60900.0,60900.0,,
266,University of Essex,Data Scientist,,53940.0,57420.0,54810.0,54810.0,,
267,N Brown Group,Data Scientist,,93960.0,100920.0,97440.0,97440.0,,
268,Illumina,Data Scientist - Intern,,29580.0,33060.0,,,,
269,CACI (UK),Data Scientist - Intern,,31320.0,34800.0,,,,
270,Carnival,Data Scientist,,52200.0,55680.0,53940.0,53940.0,,
271,Lonza,Data Scientist,,41760.0,45240.0,43500.0,43500.0,,
272,Trainline,Data Scientist - Contractor,,93960.0,100920.0,,,,
273,Media by Kantar,Data Scientist,,69600.0,73080.0,71340.0,71340.0,,
274,King,Data Scientist - Intern,,55680.0,60900.0,,,,
275,AWE PLC,Data Scientist,,111360.0,121800.0,116580.0,116580.0,,
276,Genpact,Data Scientist,,53940.0,57420.0,56550.0,56550.0,,
277,Syngenta,Data Scientist,,73080.0,78300.0,75690.0,75690.0,,
278,RAC,Data Scientist,,62640.0,67860.0,65250.0,65250.0,,
279,Halliburton,Data Scientist,,80040.0,85260.0,82650.0,82650.0,,
280,Wellcome Trust,Data Scientist,,78300.0,85260.0,81780.0,81780.0,,
281,Tata Steel,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
282,Department for Transport,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
283,Quick Connect USA,Data Scientist,,109620.0,118320.0,113100.0,113100.0,,
284,Channel 4,Data Scientist,,52200.0,55680.0,53940.0,53940.0,,
285,Government Digital Service,Data Scientist,,88740.0,95700.0,92220.0,92220.0,868.26,
286,American Express Global Business Travel,Data Scientist,,78300.0,83520.0,80040.0,80040.0,,
287,TES Global,Data Scientist,,113100.0,121800.0,117450.0,117450.0,,
288,Hitachi Consulting,Data Scientist - Monthly Contractor,198360.0,15660.0,17400.0,,,,
289,Kindred Group,Data Scientist,,102660.0,111360.0,107880.0,107880.0,,
290,Red Bull,Data Scientist,,34800.0,38280.0,36540.0,36540.0,,
291,Plymouth University,Data Scientist,,55680.0,59160.0,57420.0,57420.0,,
292,Rolls-Royce Motor Cars,Data Scientist - Intern,,29580.0,31320.0,,,,
293,M&C Saatchi,Data Scientist,,80040.0,85260.0,83520.0,83520.0,,
294,SUEZ,Data Scientist,,85260.0,92220.0,88740.0,88740.0,8700.0,13920.0
295,Northern Ireland Civil Service,Data Scientist,,53940.0,57420.0,55680.0,55680.0,,
296,The Manufacturing Technology Centre,Data Scientist,,59160.0,62640.0,61770.0,61770.0,,
297,SAS Institute,Data Scientist,,102660.0,109620.0,105270.0,105270.0,,
298,Twinkl Educational Publishing,Data Scientist,,43500.0,46980.0,45240.0,45240.0,,
299,WarnerMedia,Data Scientist - Intern,,34800.0,36540.0,,,,
300,Palantir Technologies,Data Scientist,,87000.0,93960.0,90480.0,90480.0,,
301,Wolters Kluwer,Data Scientist,,107880.0,116580.0,111360.0,111360.0,8700.0,
302,Teradata,Data Scientist,,144420.0,154860.0,149640.0,149640.0,,
303,Qubit,Data Scientist,,100920.0,109620.0,101790.0,101790.0,26.1,
304,Phoenix Group,Data Scientist,,109620.0,116580.0,112230.0,112230.0,5220.0,
305,European Bioinformatics Institute,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
306,Aberdeen Asset Management,Data Scientist,,104400.0,114840.0,,,,
307,University of Brighton,Data Scientist,,60900.0,66120.0,62640.0,62640.0,,
308,GBG,Data Scientist,,76560.0,83520.0,80040.0,80040.0,,
309,BDP,Data Scientist,,71340.0,78300.0,75690.0,75690.0,,
310,G-Research,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
311,Yorkshire Water,Data Scientist,,69600.0,76560.0,73080.0,73080.0,694.26,
312,CMC Markets,Data Scientist,,111360.0,120060.0,116580.0,116580.0,5.22,
313,Amnesty International,Data Scientist - Contractor,,81780.0,88740.0,,,,
314,YouGov,Data Scientist,,88740.0,97440.0,93960.0,93960.0,9570.0,
315,Hotels.com,Data Scientist,,92220.0,100920.0,98310.0,98310.0,,
316,Hitachi Vantara,Data Scientist - Monthly Intern,41760.0,3480.0,3480.0,,,,
317,Bristol Myers Squibb,Data Scientist,,106140.0,113100.0,108750.0,108750.0,,
318,RELX,Data Scientist,,60900.0,64380.0,,,,
319,Simon-Kucher & Partners,Data Scientist,,78300.0,83520.0,80910.0,80910.0,6090.0,
320,Ebiquity,Data Scientist,,50460.0,55680.0,53070.0,53070.0,,
321,Welsh Water,Data Scientist,,53940.0,57420.0,55680.0,55680.0,,
322,Keele University,Data Scientist,,53940.0,57420.0,55680.0,55680.0,,
323,GAIN Capital,Data Scientist,,57420.0,62640.0,60030.0,60030.0,6090.0,
324,REPL Group,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
325,Northrop Grumman,Data Scientist,,62640.0,67860.0,66120.0,66120.0,5220.0,
326,Peakon,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
327,Clarivate,Data Scientist,,92220.0,100920.0,95700.0,95700.0,,
328,JustGiving,Data Scientist,,90480.0,97440.0,94830.0,94830.0,,
329,PRGX Global,Data Scientist,,40020.0,43500.0,41760.0,41760.0,,
330,Workshare,Data Scientist,,71340.0,78300.0,,,,
331,Gousto,Data Scientist,,83520.0,90480.0,87000.0,87000.0,,
332,AKKA Technologies,Data Scientist,,48720.0,52200.0,50460.0,50460.0,,
333,Charles River Associates,Data Scientist - Intern,,73080.0,78300.0,,,,
334,Streetbees,Data Scientist,,109620.0,118320.0,78.3,78.3,,
335,Allstate,Data Scientist - Intern,,26100.0,27840.0,,,,
336,Streetbees,Data Scientist - Hourly Contractor,,155625.6,170102.4,,,,
337,Giffgaff,Data Scientist,,106140.0,113100.0,109620.0,109620.0,17.4,
338,Curve,Data Scientist,,83520.0,92220.0,87870.0,87870.0,,
339,UCAS,Data Scientist - Intern,,45240.0,48720.0,,,,
340,RWE,Data Scientist - Monthly Contractor,177480.0,13920.0,15660.0,,,,
341,UCAS,Data Scientist,,57420.0,62640.0,60030.0,60030.0,,
342,Tandem Bank,Data Scientist,,76560.0,83520.0,80040.0,80040.0,,
343,Findmypast,Data Scientist,,64380.0,71340.0,66990.0,66990.0,,
344,Elevate Credit,Data Scientist,,43500.0,46980.0,45240.0,45240.0,,
345,UCL,Data Scientist,,66120.0,71340.0,69600.0,69600.0,,
346,Cox Automotive,Data Scientist,,60900.0,64380.0,61770.0,61770.0,,
347,Infectious Media,Data Scientist,,67860.0,74820.0,71340.0,71340.0,,
348,Alert Logic,Data Scientist,,69600.0,74820.0,70470.0,70470.0,,
349,NHS Business Services Authority,Data Scientist,,60900.0,64380.0,61770.0,61770.0,,
350,Atom Bank,Data Scientist,,46980.0,50460.0,48720.0,48720.0,2610.0,
351,Tessian,Data Scientist,,140940.0,153120.0,147030.0,147030.0,,
352,AVL,Data Scientist,,69600.0,74820.0,70470.0,70470.0,,
353,Barclays Global Investors,Data Scientist,,62640.0,69600.0,65250.0,65250.0,,
354,Brandbank,Data Scientist - Hourly,,119433.6,133910.4,126672.0,126672.0,,
355,Monese,Data Scientist,,116580.0,127020.0,120930.0,120930.0,,
356,Lola's Cupcakes,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
357,Mind Candy,Data Scientist,,71340.0,78300.0,74820.0,74820.0,,
358,The App Experts (UK),Data Scientist - Monthly,334080.0,26100.0,29580.0,26970.0,26970.0,,
359,Depop,Data Scientist,,93960.0,102660.0,97440.0,97440.0,,
360,Karhoo,Data Scientist,,120060.0,128760.0,125280.0,125280.0,,
361,US Air Force,Data Scientist - Contractor,,168780.0,182700.0,,,,
362,QuantumBlack,Data Scientist - Monthly Intern,73080.0,5220.0,6960.0,,,,
363,Blinkbox Entertainment,Data Scientist,,99180.0,107880.0,103530.0,103530.0,10440.0,
364,Uniper,Data Scientist,,59160.0,64380.0,62640.0,62640.0,1699.98,
365,Scottish Environment Protection Agency,Data Scientist,,50460.0,53940.0,52200.0,52200.0,,
366,Kensington Mortgages,Data Scientist,,92220.0,99180.0,96570.0,96570.0,46980.0,
367,Innovate UK,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
368,Transport Systems Catapult,Data Scientist,,46980.0,50460.0,48720.0,48720.0,,
369,innogy,Data Scientist - Hourly Contractor,,199056.0,217152.0,,,,
370,Hybrid Theory,Data Scientist,,73080.0,78300.0,74820.0,74820.0,,
371,Vantage Point,Data Scientist,,38280.0,41760.0,38280.0,38280.0,,
372,Altius,Data Scientist,,127020.0,135720.0,133980.0,133980.0,,
373,Future Cities Catapult,Data Scientist,,109620.0,116580.0,113970.0,113970.0,,
374,Founders Factory,Data Scientist,,74820.0,81780.0,79170.0,79170.0,,
375,Pepper Financial Services Group,Data Scientist,,116580.0,125280.0,121800.0,121800.0,16530.0,
376,Masternaut,Data Scientist,,83520.0,90480.0,87000.0,87000.0,8700.0,
377,CGA,Data Scientist,,43500.0,46980.0,45240.0,45240.0,1710.42,
378,Nasdaq,Data Scientist - Intern,,53940.0,57420.0,,,,
379,Aiimi,Data Scientist,,59160.0,62640.0,60900.0,60900.0,,
380,MiQ,Data Scientist,,67860.0,73080.0,68730.0,68730.0,13920.0,
381,The Plum Guide,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
382,QueryClick,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
383,Cloudera,Data Scientist,,118320.0,130500.0,124410.0,124410.0,,
384,Genomics England,Data Scientist,,97440.0,106140.0,102660.0,102660.0,,
385,Jinn,Data Scientist,,69600.0,74820.0,72210.0,72210.0,,
386,Cuvva,Data Scientist,,59160.0,62640.0,60030.0,60030.0,,
387,Cytora,Data Scientist,,64380.0,69600.0,68730.0,68730.0,,
388,Beamery,Data Scientist,,99180.0,107880.0,105270.0,105270.0,,
389,Intelligent People,Data Scientist,,53940.0,59160.0,56550.0,56550.0,,
390,Lockwood Publishing,Data Scientist,,59160.0,64380.0,60030.0,60030.0,,
391,WRc,Data Scientist,,80040.0,87000.0,82650.0,82650.0,,
392,Angel Solutions,Data Scientist - Monthly Intern,20880.0,1740.0,1740.0,,,,
393,Blockchain,Data Scientist,,102660.0,113100.0,107010.0,107010.0,3480.0,
394,Stepstone,Data Scientist,,64380.0,71340.0,67860.0,67860.0,,
395,Velocity Black,Data Scientist,,73080.0,78300.0,74820.0,74820.0,,
396,Blue Pelican,Data Scientist,,81780.0,88740.0,85260.0,85260.0,,
397,Bright Network,Data Scientist,,53940.0,59160.0,56550.0,56550.0,,
398,Mrs Wordsmith,Data Scientist - Intern,,27840.0,31320.0,,,,
399,Blis,Data Scientist,,106140.0,113100.0,109620.0,109620.0,,
400,MyDrive,Data Scientist - Intern,,31320.0,34800.0,,,,
401,Vendigital,Data Scientist,,57420.0,62640.0,60900.0,60900.0,,
402,MyDrive,Data Scientist,,95700.0,102660.0,33060.0,33060.0,,
403,Natural Environment Research Council,Data Scientist,,38280.0,41760.0,40020.0,40020.0,,
404,Together Housing Group,Data Scientist,,40020.0,41760.0,40020.0,40020.0,,
405,Dozens,Data Scientist,,100920.0,109620.0,105270.0,105270.0,,
406,eTech (UK),Data Scientist,,40020.0,43500.0,42630.0,42630.0,,
407,XpertHR,Data Scientist,,62640.0,69600.0,66990.0,66990.0,,
408,BerryWorld,Data Scientist,,59160.0,64380.0,62640.0,62640.0,,
409,Limejump,Data Scientist,,88740.0,97440.0,93090.0,93090.0,,
410,Sparx,Data Scientist - Monthly Intern,31320.0,1740.0,3480.0,,,,
411,BMLL Technologies,Data Scientist - Contractor,,111360.0,120060.0,,,,
412,Harper Adams University,Data Scientist - Contractor,,60900.0,66120.0,,,,
413,TouchNote,Data Scientist,,69600.0,74820.0,70470.0,70470.0,,
414,BMLL Technologies,Data Scientist,,116580.0,127020.0,114840.0,114840.0,,
415,Battelle,Data Scientist - Monthly,114840.0,8700.0,10440.0,9570.0,9570.0,,
416,Healthcare RM,Data Scientist,,74820.0,81780.0,78300.0,78300.0,,
417,Molo Finance,Data Scientist,,46980.0,50460.0,48720.0,48720.0,,
418,Flatiron School,Data Scientist,,67860.0,73080.0,69600.0,69600.0,,
419,Faculty,Data Scientist - Monthly Contractor,41760.0,3480.0,3480.0,,,,
420,dataffirm,Data Scientist,,137460.0,147900.0,141810.0,141810.0,,
421,Vortexa,Data Scientist,,128760.0,139200.0,133110.0,133110.0,,
422,Dice,Data Scientist,,71340.0,78300.0,74820.0,74820.0,17.4,
423,Whizz Education,Data Scientist,,88740.0,97440.0,92220.0,92220.0,,
424,Alibaba Group,Data Scientist - Monthly,104400.0,8700.0,8700.0,8700.0,8700.0,,
