,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
0,Capital One,Data Scientist,76883,73000,125000,76883.0,5885.0,5885.0,3272.0
1,RBC,Data Scientist,90000,55000,135000,90000.0,12589.0,11983.0,3147.0
2,Scotiabank,Data Scientist,96176,74000,103000,96176.0,10051.0,10051.0,3327.0
3,TD,Data Scientist,79473,50000,129000,79473.0,6062.0,6062.0,2393.0
4,Banque Nationale du Canada/National Bank of Canada,Data Scientist,74945,71000,90000,74945.0,5045.0,5045.0,1536.0
5,Loblaw Companies,Data Scientist,90000,12000,107000,90000.0,9000.0,10008.0,5000.0
6,Shopify,Data Scientist,95489,85000,115000,95489.0,,,32840.0
7,Bell Canada,Data Scientist,80501,66000,108000,80501.0,11442.0,11442.0,
8,RBC,Data Scientist - Hourly Intern,56160,43680,62400,,,,
9,IBM,Data Scientist,85187,71000,87000,85187.0,509.0,509.0,
10,Rogers Communications,Data Scientist,91429,70000,121000,91429.0,16989.0,16989.0,18956.0
11,Deloitte,Data Scientist,70052,61000,90000,70052.0,6.0,6.0,
12,Boeing,Data Scientist,100253,74000,108000,100253.0,3147.0,3147.0,
13,Intact,Data Scientist - Hourly Intern,60320,45760,68640,,,,
14,Stradigi AI,Data Scientist,75110,70000,82000,75110.0,,,
15,Scotiabank,Data Scientist - Intern,63171,57000,82000,,,,
16,HSBC Holdings,Data Scientist - Hourly Intern,62400,62400,68640,,,,
17,Intact,Data Scientist,82500,76000,87000,29.0,,,
18,ATB Financial,Data Scientist,80872,70000,115000,80872.0,5000.0,5000.0,
19,AeroInfo Systems,Data Scientist,81545,79000,99000,81545.0,5981.0,5981.0,
20,CIBC,Data Scientist - Hourly Intern,56160,43680,62400,,,,
21,University of British Columbia,Data Scientist,76000,41000,80000,76000.0,,,
22,Shopify,Data Scientist - Hourly Intern,76960,64480,85280,,,,
23,Ericsson-Worldwide,Data Scientist,137112,67000,181000,137112.0,25.0,,25.0
24,LoyaltyOne,Data Scientist,92921,74000,97000,92921.0,11306.0,11306.0,
25,Aviva Canada,Data Scientist,97276,69000,115000,97276.0,16500.0,16500.0,
26,Thomson Reuters,Data Scientist - Hourly Intern,83200,72800,83200,,,,
27,Boston Consulting Group,Data Scientist,130000,100000,130000,130000.0,32500.0,32500.0,8000.0
28,Geotab,Data Scientist,80235,65000,95000,80235.0,,,
29,Precima,Data Scientist,80117,80000,85000,80117.0,4103.0,4103.0,
30,Scotiabank,Data Scientist - Hourly Intern,66560,58240,74880,,,,
31,CIBC,Data Scientist,88500,83000,94000,27.0,,,
32,IBM,Data Scientist - Hourly Intern,66560,62400,70720,,,,
33,IBM,Data Scientist - Monthly Intern,4500,4000,5000,,,,
34,TELUS,Data Scientist,101500,96000,107000,101500.0,101500.0,15000.0,
35,Deloitte,Data Scientist - Hourly Intern,49920,41600,58240,,,,
36,Deloitte,Data Scientist - Intern,60000,53000,67000,,,,
37,KPMG,Data Scientist,70500,67000,74000,71000.0,71000.0,,
38,Manulife,Data Scientist,84500,76000,93000,85000.0,85000.0,13500.0,4000.0
39,Bombardier,Data Scientist - Hourly Intern,41600,39520,43680,,,,
40,Canada Post,Data Scientist,97500,90000,105000,96500.0,96500.0,7500.0,
41,Electronic Arts,Data Scientist,114500,93000,136000,115000.0,115000.0,13500.0,75500.0
42,Ubisoft,Data Scientist,98000,72000,124000,98500.0,98500.0,9500.0,
43,CN,Data Scientist,89000,63000,115000,89000.0,89000.0,6500.0,
44,Capital One,Data Scientist - Hourly Intern,62400,52000,72800,,,,
45,Morgan Stanley,Data Scientist - Contractor,147000,130000,164000,,,,
46,Teck Resources,Data Scientist,82500,77000,88000,82500.0,82500.0,10000.0,
47,Statistics Canada,Data Scientist - Hourly Intern,43680,39520,49920,,,,
48,Statistics Canada,Data Scientist,69500,57000,82000,70000.0,70000.0,,
49,Moneris,Data Scientist - Hourly Intern,43680,41600,45760,,,,
50,Flipp,Data Scientist,99500,84000,115000,98500.0,98500.0,10500.0,5000.0
51,Aimia,Data Scientist,80000,60000,100000,81500.0,81500.0,14500.0,
52,ecobee,Data Scientist,115000,98000,132000,115500.0,115500.0,,
53,IQVIA,Data Scientist,91500,79000,104000,91500.0,91500.0,10500.0,
54,Realtor.com,Data Scientist,96000,89000,103000,96000.0,96000.0,500.0,
55,Equifax,Data Scientist,112500,101000,124000,112500.0,112500.0,10500.0,5500.0
56,Pelmorex Corp,Data Scientist,90000,86000,94000,89500.0,89500.0,,
57,Hothead Games,Data Scientist,88000,50000,126000,89000.0,89000.0,,
58,Sysomos,Data Scientist - Hourly Intern,54080,52000,56160,,,,
59,Enel X,Data Scientist,92500,89000,96000,93000.0,93000.0,,
60,Two Hat Security,Data Scientist,69500,65000,74000,68500.0,68500.0,,
61,NuData Security,Data Scientist,109000,103000,115000,109000.0,109000.0,10500.0,
62,POWERSHiFTER,Data Scientist - Hourly Contractor,52000,49920,56160,,,,
63,Efficiency One,Data Scientist,59500,57000,62000,59500.0,59500.0,,
64,Knowtions,Data Scientist,92500,80000,105000,92500.0,92500.0,,
65,TD,Data Scientist - Hourly Intern,49920,49920,52000,,,,
66,TD,Data Scientist - Hourly,52000,49920,54080,52000.0,52000.0,,
67,TD,Data Scientist - Intern,45500,44000,47000,,,,
68,RBC,Data Scientist - Monthly,8500,8000,9000,90000.0,12589.0,11983.0,3147.0
69,RBC,Data Scientist - Hourly Contractor,58240,56160,60320,,,,
70,Scotiabank,Data Scientist - Monthly Intern,5000,5000,5000,,,,
71,University of Toronto,Data Scientist,70500,68000,73000,69500.0,69500.0,,
72,Walmart,Data Scientist - Hourly Contractor,72800,70720,74880,,,,
73,BMO Financial Group,Data Scientist - Intern,45500,44000,47000,,,,
74,BMO Financial Group,Data Scientist,10000,10000,10000,10000.0,10000.0,,
75,Loblaw Companies,Data Scientist - Hourly,29120,29120,31200,29120.0,29120.0,,
76,Loblaw Companies,Data Scientist - Hourly Intern,58240,56160,62400,,,,
77,Loblaw Companies,Data Scientist - Contractor,80000,76000,84000,,,,
78,BlackBerry,Data Scientist,84500,81000,88000,23.0,23.0,,
79,BlackBerry,Data Scientist - Hourly Intern,47840,47840,49920,,,,
80,University of Waterloo,Data Scientist,70000,67000,73000,70500.0,70500.0,,
81,CGI,Data Scientist - Intern,50000,48000,52000,,,,
82,Canadian Tire,Data Scientist,84500,81000,88000,85000.0,85000.0,,
83,McMaster University,Data Scientist - Contractor,65500,63000,68000,,,,
84,Manulife,Data Scientist - Contractor,109500,105000,114000,,,,
85,BC Hydro,Data Scientist - Hourly Contractor,83200,81120,87360,,,,
86,Accenture,Data Scientist,67000,64000,70000,67500.0,67500.0,,
87,McGill University,Data Scientist,45000,43000,47000,45000.0,45000.0,,
88,SAP,Data Scientist - Hourly,52000,49920,54080,52000.0,52000.0,,
89,SAP,Data Scientist - Hourly Intern,52000,49920,54080,,,,
90,Ryerson University,Data Scientist,51500,50000,53000,51000.0,51000.0,,
91,University of Calgary,Data Scientist,82000,78000,86000,82000.0,82000.0,,
92,Sun Life,Data Scientist,102000,98000,106000,102000.0,102000.0,,
93,Government of Canada,Data Scientist,69500,67000,72000,69500.0,69500.0,,
94,Banque Nationale du Canada/National Bank of Canada,Data Scientist,76500,74000,79000,74945.0,5045.0,5045.0,1536.0
95,Banque Nationale du Canada/National Bank of Canada,Data Scientist - Intern,60000,58000,62000,,,,
96,Ubisoft,Data Scientist - Intern,30500,29000,32000,,,,
97,Carleton University,Data Scientist,326000,310000,342000,326000.0,326000.0,,
98,Shopify,Data Scientist - Intern,95500,92000,99000,,,,
99,Shopify,Data Scientist - Intern,78000,74000,82000,,,,
100,Shopify,Data Scientist - Monthly Intern,6000,6000,6000,,,,
101,Microsoft,Data Scientist,101000,97000,105000,101000.0,101000.0,,
102,ATB Financial,Data Scientist - Hourly,122720,118560,128960,124800.0,124800.0,,
103,GoodLife Fitness,Data Scientist,63500,61000,66000,62500.0,62500.0,4000.0,
104,MNP LLP,Data Scientist,100500,97000,104000,100500.0,100500.0,,
105,Concordia University,Data Scientist,22000,21000,23000,22000.0,22000.0,,
106,Cisco Systems,Data Scientist,84500,81000,88000,42.0,42.0,,
107,Cisco Systems,Data Scientist - Hourly Intern,87360,83200,91520,,,,
108,Morgan Stanley,Data Scientist,60500,58000,63000,147000.0,147000.0,,
109,LoyaltyOne,Data Scientist - Intern,50000,48000,52000,,,,
110,LoyaltyOne,Data Scientist - Hourly Intern,66560,64480,68640,,,,
111,Pratt & Whitney Canada,Data Scientist - Monthly Intern,2500,2000,3000,,,,
112,CBC/Radio-Canada,Data Scientist,85500,82000,89000,85500.0,85500.0,,
113,Hootsuite,Data Scientist,84500,81000,88000,83500.0,83500.0,,
114,BGIS,Data Scientist,110500,107000,114000,110000.0,110000.0,,15.0
115,Google,Data Scientist,40000,38000,42000,40000.0,40000.0,,
116,University of Victoria,Data Scientist - Contractor,84500,81000,88000,,,,
117,Ontario Teachers' Pension Plan,Data Scientist - Hourly Intern,52000,49920,54080,,,,
118,Statistics Canada,Data Scientist - Intern,30000,29000,31000,,,,
119,Statistics Canada,Data Scientist - Hourly,47840,45760,49920,43680.0,43680.0,,
120,Ontario Ministry of Education,Data Scientist,78500,76000,81000,78500.0,78500.0,,
121,Fortinet,Data Scientist,94000,91000,97000,94500.0,94500.0,,20500.0
122,PointClickCare,Data Scientist,82500,79000,86000,82500.0,82500.0,,
123,Sanofi,Data Scientist - Hourly Intern,56160,54080,58240,,,,
124,WorkSafeBC,Data Scientist,135000,130000,140000,136000.0,136000.0,,
125,Gameloft,Data Scientist,70000,67000,73000,70000.0,70000.0,,
126,Ministry of the Environment and Climate Change,Data Scientist,91500,88000,95000,91500.0,91500.0,,
127,BMO Capital Markets,Data Scientist - Intern,67000,64000,70000,,,,
128,Flipp,Data Scientist - Hourly Intern,35360,35360,37440,,,,
129,Top Hat,Data Scientist,100000,96000,104000,99500.0,99500.0,,
130,SSENSE,Data Scientist,71000,68000,74000,71500.0,71500.0,7000.0,
131,Environment Canada,Data Scientist,69500,67000,72000,70000.0,70000.0,,
132,Cossette Communication,Data Scientist,65500,62000,69000,65000.0,65000.0,,
133,GlaxoSmithKline,Data Scientist,94500,91000,98000,96000.0,96000.0,,
134,Lightspeed,Data Scientist,74500,71000,78000,75000.0,75000.0,,
135,St. Michael's Hospital,Data Scientist - Hourly,74880,72800,79040,74880.0,74880.0,,
136,Kingston General Hospital,Data Scientist,83000,80000,86000,82500.0,82500.0,,
137,Unilever,Data Scientist,80000,77000,83000,80500.0,80500.0,,
138,ABC,Data Scientist,80000,77000,83000,81000.0,81000.0,,
139,ABC,Data Scientist,80500,77000,84000,81000.0,81000.0,,
140,Health Canada,Data Scientist,84000,80000,88000,83500.0,83500.0,,
141,IQVIA,Data Scientist,39500,38000,41000,91500.0,91500.0,10500.0,
142,Ritchie Bros.,Data Scientist,108000,104000,112000,107000.0,107000.0,20500.0,2000.0
143,Self,Data Scientist,99500,96000,103000,100000.0,100000.0,,
144,Nutrien,Data Scientist,75000,72000,78000,74500.0,74500.0,,
145,Tech Mahindra,Data Scientist,69500,67000,72000,69500.0,69500.0,,
146,Finastra,Data Scientist,79500,76000,83000,79000.0,79000.0,8500.0,
147,Alberta Motor Association,Data Scientist,85500,82000,89000,85000.0,85000.0,,
148,Revenu Quebec,Data Scientist,87500,84000,91000,88500.0,88500.0,,
149,Toronto Star,Data Scientist,60500,58000,63000,60000.0,60000.0,2000.0,
150,Federal Government,Data Scientist,122000,117000,127000,122500.0,122500.0,,
151,Tucows,Data Scientist,65500,63000,68000,65500.0,65500.0,,
152,Kronos Incorporated,Data Scientist,73500,70000,77000,74000.0,74000.0,,
153,Employment and Social Development Canada,Data Scientist,58500,56000,61000,59000.0,59000.0,,
154,The Globe & Mail,Data Scientist - Intern,60500,58000,63000,,,,
155,Pratt & Whitney,Data Scientist,46000,44000,48000,46000.0,46000.0,,
156,Northbridge Insurance,Data Scientist - Hourly Intern,54080,52000,56160,,,,
157,Pitney Bowes,Data Scientist,89500,86000,93000,90000.0,90000.0,,
158,Yardi Systems,Data Scientist,74000,71000,77000,73500.0,73500.0,,
159,Seedbox Technologies,Data Scientist,51000,49000,53000,52000.0,52000.0,,
160,Rocky Mountaineer,Data Scientist,65000,63000,67000,64500.0,64500.0,4000.0,
161,Jewish General Hospital,Data Scientist - Hourly,54080,52000,56160,54080.0,54080.0,,
162,Canadian Food Inspection Agency,Data Scientist,80000,77000,83000,79500.0,79500.0,,
163,Unbounce,Data Scientist,120500,116000,125000,121500.0,121500.0,,
164,League,Data Scientist,100000,97000,103000,101000.0,101000.0,,
165,Sauder School of Business,Data Scientist - Hourly,45760,43680,47840,45760.0,45760.0,,
166,Prodigy Education,Data Scientist,110000,106000,114000,109500.0,109500.0,,2000.0
167,T4G,Data Scientist,77000,74000,80000,76500.0,76500.0,,
168,Mastercard,Data Scientist,108000,103000,113000,107500.0,107500.0,10500.0,
169,Kik,Data Scientist - Monthly Intern,5000,5000,5000,,,,
170,Farmers Edge,Data Scientist,61000,59000,63000,61500.0,61500.0,,
171,Torstar,Data Scientist,60500,58000,63000,60000.0,60000.0,,
172,500px,Data Scientist - Monthly Intern,5000,5000,5000,,,,
173,ruby,Data Scientist,83000,80000,86000,82500.0,82500.0,8000.0,
174,Xe,Data Scientist - Monthly Intern,3000,3000,3000,,,,
175,Xe,Data Scientist,89500,86000,93000,90000.0,90000.0,4500.0,
176,Hotspex,Data Scientist,70500,68000,73000,70500.0,70500.0,,
177,Adastra Group,Data Scientist,80500,77000,84000,79500.0,79500.0,20000.0,
178,Maluuba,Data Scientist,127000,121000,133000,127500.0,127500.0,,80000.0
179,Facebook,Data Scientist - Hourly Intern,74880,72800,76960,,,,
180,Trulioo,Data Scientist,97000,93000,101000,98500.0,98500.0,,
181,INVISTA,Data Scientist - Intern,45500,44000,47000,,,,
182,Thinkific,Data Scientist - Hourly Intern,41600,41600,43680,,,,
