,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean
474,LiveRamp,,66120.0,71340.0,69600.0,69600.0,6960.0,1699.98,Data Scientist
475,Digital Fineprint,,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
476,Cambridge Cancer Genomics,,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
477,Mayden,,29580.0,33060.0,31320.0,31320.0,,,Data Scientist
478,PassivSystems,,53940.0,57420.0,56550.0,56550.0,,,Data Scientist
479,Machine Medicine Technologies,,60900.0,64380.0,62640.0,62640.0,,,Data Scientist
480,Accelerant,,74820.0,81780.0,79170.0,79170.0,,,Data Scientist
481,Spixii,,34800.0,36540.0,,,,,Data Scientist Intern
482,Lancaster City Council,20483.28,1675.62,1740.0,,,,,Data Scientist Intern
483,Resonate,,85260.0,92220.0,87870.0,87870.0,,,Data Scientist
484,Health Economics and Outcomes Research,,62640.0,66120.0,63510.0,63510.0,861.3,,Data Scientist
485,John Doe,,48720.0,52200.0,50460.0,50460.0,,,Data Scientist
486,Aire,,113100.0,123540.0,117450.0,117450.0,,1.74,Data Scientist
487,siHealth,,67860.0,73080.0,69600.0,69600.0,,,Data Scientist
488,Polymatica,,68764.8,76003.2,72384.0,72384.0,,,Data Scientist
489,Ministère de l'Éducation nationale,,36540.0,38280.0,38280.0,38280.0,,,Data Scientist
490,Brainbow,,57420.0,64380.0,60900.0,60900.0,,,Data Scientist
491,Clear AI,,118320.0,127020.0,122670.0,122670.0,,,Data Scientist
492,QA Media Ltd,,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
493,Traydstream,,120060.0,130500.0,126150.0,126150.0,,,Data Scientist
494,Outlook Energy,,90480.0,97440.0,93960.0,93960.0,17400.0,,Data Scientist
495,Red Flag Alert,,25334.4,28953.6,25334.4,25334.4,,,Data Scientist
496,Adbrain,,106140.0,116580.0,110490.0,110490.0,,,Data Scientist
497,Earth-i,,67860.0,73080.0,69600.0,69600.0,,,Data Scientist
498,The Oakland Group,,59160.0,64380.0,61770.0,61770.0,,,Data Scientist
499,Flight Data Services,19815.12,1588.62,1715.64,,,,,Data Scientist Intern
500,Mustard Systems,,81780.0,88740.0,84390.0,84390.0,,,Data Scientist
501,iDataVision,,43430.4,47049.6,43430.4,43430.4,,,Data Scientist
502,Shipamax,,109620.0,118320.0,113970.0,113970.0,,,Data Scientist
503,Rubble,,,,105270.0,105270.0,,,Data Scientist
504,iDataVision,,93960.0,100920.0,20.88,20.88,,,Data Scientist
505,CarTrawler,,85260.0,92220.0,7830.0,7830.0,,,Data Scientist
506,CarTrawler,93960.0,6960.0,8700.0,,,,,Data Scientist Intern
507,Infobiz (United Kingdom),0.0,69600.0,76560.0,,,,,Data Scientist
508,CKM Analytix,,74820.0,80040.0,78300.0,78300.0,,,Data Scientist
509,MetaVision Media,,133980.0,147900.0,141810.0,141810.0,,,Data Scientist
510,Inside Talent,,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
511,Repositive,,74820.0,80040.0,78300.0,78300.0,,,Data Scientist
512,Avid Media,,100920.0,107880.0,104400.0,104400.0,,,Data Scientist
513,Portas Consulting,,116580.0,127020.0,121800.0,121800.0,,,Data Scientist
514,Contact Lens Gallery & Designer Eyewear,,85260.0,90480.0,87870.0,87870.0,,,Data Scientist
515,China Gezhouba Group,,200100.0,215760.0,207930.0,207930.0,,,Data Scientist
516,OKRA Technologies,,90480.0,97440.0,93960.0,93960.0,,,Data Scientist
517,Jakarta,,33060.0,36540.0,,,,,Data Scientist
518,Projecting Success,,43500.0,46980.0,45240.0,45240.0,3480.0,,Data Scientist
519,THG,,83520.0,90480.0,,,,,Data Scientist
520,Compare The Market (Australia),,109620.0,118320.0,113970.0,113970.0,,,Data Scientist
521,Data Burst,,92220.0,99180.0,96570.0,96570.0,,,Data Scientist
522,BOE,,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
523,wtl23,,177340.8,188198.4,,,,,Data Scientist
524,Click Helps,,66120.0,73080.0,68730.0,68730.0,,,Data Scientist
525,UCHealth,,50460.0,55680.0,52200.0,52200.0,,,Data Scientist
526,Steinfl & Bruno,,99180.0,109620.0,104400.0,104400.0,,,Data Scientist
527,Albclusclus LTD,,83520.0,90480.0,,,,,Data Scientist
528,Yahu,,174000.0,189660.0,,,,,Data Scientist
529,Sentinel Technologies,,106140.0,116580.0,112230.0,112230.0,9570.0,,Data Scientist
530,Soma Enterprise,,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
531,/,,50460.0,53940.0,,,,,Data Scientist
532,Startup Network,83520.0,6960.0,6960.0,6960.0,6960.0,,,Data Scientist
533,Amplifi Capital,,55680.0,59160.0,56550.0,56550.0,,,Data Scientist
534,MRO,,85260.0,90480.0,88740.0,88740.0,,,Data Scientist
535,IBM GBS,,33060.0,36540.0,84360.42,,,,Data Scientist
536,LivingLens,,59160.0,62640.0,,,,,Data Scientist
537,JBA International,,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
538,FB,,167040.0,180960.0,,,,,Data Scientist
539,Graphnile,,90480.0,97440.0,93960.0,93960.0,,,Data Scientist
540,SYNTASA,,104400.0,111360.0,108750.0,108750.0,10440.0,,Data Scientist
541,Mahesh Drugs,,50460.0,53940.0,,,,,Data Scientist
542,Lectrefy,,59160.0,62640.0,,,,,Data Scientist
543,GEOLYTIX,,83520.0,90480.0,87870.0,87870.0,8700.0,,Data Scientist
544,Buró de Crédito,,59160.0,64380.0,,,,,Data Scientist
545,Lytt,,116580.0,127020.0,121800.0,121800.0,12180.0,,Data Scientist
546,RedOwl,,104400.0,113100.0,,,,,Data Scientist
547,Casino YAK,,83520.0,88740.0,87000.0,87000.0,,,Data Scientist
548,Otherlab,104400.0,8700.0,8700.0,8700.0,8700.0,,,Data Scientist
549,Captur limited,,43430.4,43430.4,,,,,Data Scientist Intern
550,iDAS Global,,66120.0,71340.0,69600.0,69600.0,,,Data Scientist
551,dunnhumby,,83520.0,113100.0,105720.66,8764.38,8764.38,,Senior Data Scientist
552,Ministry of Justice UK,,69600.0,80040.0,71244.3,,,,Senior Data Scientist
553,Tesco,,93960.0,125280.0,122027.94,3486.96,3486.96,,Senior Data Scientist
554,Capgemini,,104400.0,163560.0,129757.02,,,,Senior Data Scientist
555,BAE Systems Applied Intelligence,,69600.0,87000.0,73231.38,3114.6,3114.6,1310.22,Senior Data Scientist
556,King,,90480.0,125280.0,114765.18,16610.04,13968.72,21372.42,Senior Data Scientist
557,Kantar (Worldpanel Division),,46980.0,48720.0,48459.0,,,,Senior Data Scientist
558,IBM,,87000.0,177480.0,171153.36,132.24,262.74,1.74,Senior Data Scientist
559,IQVIA,,104400.0,106140.0,105177.78,8764.38,8764.38,,Senior Data Scientist
560,carwow,,130500.0,140940.0,139847.28,,,,Senior Data Scientist
561,Royal Mail,,71340.0,85260.0,83161.56,,,,Junior Data Scientist
562,Mango Solutions,,46980.0,271440.0,46894.74,,,,Junior Data Scientist
563,Accenture,,88740.0,102660.0,92136.48,,,,Data Scientist
564,dunnhumby,,53940.0,76560.0,60788.64,5239.14,5239.14,,Data Scientist
565,Barclays,,107880.0,165300.0,138330.0,138330.0,1696.5,,Senior Data Scientist
566,EY,,109620.0,121800.0,115710.0,115710.0,13050.0,,Senior Data Scientist
567,THG,,83520.0,132240.0,107010.0,107010.0,5220.0,,Senior Data Scientist
568,Expedia Group,,139200.0,161820.0,150510.0,150510.0,19140.0,,Senior Data Scientist
569,Facebook,,154860.0,219240.0,184440.0,184440.0,17400.0,52200.0,Senior Data Scientist
570,Worldpay,,76560.0,125280.0,100920.0,100920.0,,,Senior Data Scientist
571,Rank Group,,85260.0,93960.0,89610.0,89610.0,,,Senior Data Scientist
572,Universal Music Group,,125280.0,135720.0,,,,,Senior Data Scientist
573,Department for Transport,,69600.0,78300.0,73950.0,73950.0,,,Senior Data Scientist
574,Skimlinks,,111360.0,132240.0,121800.0,121800.0,3480.0,,Senior Data Scientist
575,QuantumBlack,,125280.0,137460.0,131370.0,131370.0,22620.0,,Senior Data Scientist
576,Sensyne Health,,107880.0,116580.0,113100.0,113100.0,4350.0,,Senior Data Scientist
577,NatWest Group,,73080.0,90480.0,81780.0,81780.0,,,Junior Data Scientist
578,BBC,,59160.0,64380.0,61770.0,61770.0,,,Junior Data Scientist
579,Experian,,76560.0,81780.0,78300.0,78300.0,8700.0,,Junior Data Scientist
580,Altius,,57420.0,64380.0,60900.0,60900.0,3480.0,,Junior Data Scientist
581,QinetiQ,,52200.0,57420.0,53940.0,53940.0,,,Data Scientist
582,Lloyds Banking Group,,111360.0,144420.0,127890.0,127890.0,18270.0,,Lead Data Scientist
583,Aviva,,67860.0,87000.0,78300.0,78300.0,6090.0,,Lead Data Scientist
584,Microsoft,,156600.0,172260.0,164430.0,164430.0,34800.0,52200.0,Lead Data Scientist
585,Deliveroo,,128760.0,142680.0,135720.0,135720.0,,,Lead Data Scientist
586,dunnhumby,,109620.0,132240.0,120930.0,120930.0,18270.0,,Lead Data Scientist
587,THG,,50460.0,69600.0,60030.0,60030.0,,,Senior Data Scientist
588,First Derivatives,,33060.0,36540.0,34800.0,34800.0,,,Data Scientist
589,Amazon,,127020.0,139200.0,133110.0,133110.0,,,Senior Data Scientist
590,HSBC Holdings,,264201.6,285916.8,275059.2,275059.2,,,Senior Data Scientist
591,HSBC Holdings,,189660.0,207060.0,132.24,132.24,,,Senior Data Scientist
592,Vodafone,,139200.0,151380.0,144420.0,144420.0,36540.0,,Senior Data Scientist
593,Deutsche Bank,,201840.0,217500.0,209670.0,209670.0,138330.0,,Senior Data Scientist
594,BBC,,120060.0,128760.0,125280.0,125280.0,,,Senior Data Scientist
595,GlaxoSmithKline,,60900.0,66120.0,63510.0,63510.0,,,Senior Data Scientist
596,University of Cambridge,,85260.0,92220.0,90480.0,90480.0,,,Senior Data Scientist
597,University College London,,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
598,Microsoft,,142680.0,154860.0,148770.0,148770.0,169650.0,26970.0,Senior Data Scientist
599,Unilever,,278678.4,300393.6,,,,,Senior Data Scientist
600,Virgin Media,,81780.0,88740.0,85260.0,85260.0,,,Senior Data Scientist
601,Cognizant Technology Solutions,,92220.0,100920.0,96570.0,96570.0,,,Senior Data Scientist
602,Arup,,104400.0,113100.0,108750.0,108750.0,3.48,,Senior Data Scientist
603,Fujitsu,,114840.0,125280.0,118320.0,118320.0,,,Senior Data Scientist
604,Shell,,173721.6,188198.4,,,,,Senior Data Scientist
605,Centrica,,167040.0,179220.0,173130.0,173130.0,20010.0,,Senior Data Scientist
606,TUI Group,,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
607,easyJet,,109620.0,120060.0,113970.0,113970.0,11310.0,,Senior Data Scientist
608,QinetiQ,,104400.0,113100.0,107880.0,107880.0,,,Senior Data Scientist
609,Defence Science and Technology Laboratory,,62640.0,67860.0,65250.0,65250.0,,,Senior Data Scientist
610,Capital One,,67860.0,74820.0,72210.0,72210.0,,,Senior Data Scientist
611,Sky Betting & Gaming,,92220.0,99180.0,95700.0,95700.0,5220.0,,Senior Data Scientist
612,Babylon Health,,121800.0,130500.0,126150.0,126150.0,,,Senior Data Scientist
613,EF Education First,,149640.0,161820.0,157470.0,157470.0,,,Senior Data Scientist
614,Elsevier,,142680.0,153120.0,148770.0,148770.0,14790.0,,Senior Data Scientist
615,Allstate Northern Ireland,,88740.0,97440.0,93960.0,93960.0,,,Senior Data Scientist
616,Wood Mackenzie,,76560.0,83520.0,80040.0,80040.0,,,Senior Data Scientist
617,Funding Circle,,83520.0,90480.0,87870.0,87870.0,,,Senior Data Scientist
618,QBE,,109620.0,118320.0,113100.0,113100.0,1710.42,,Senior Data Scientist
619,PHD Worldwide,,80040.0,85260.0,82650.0,82650.0,,,Senior Data Scientist
620,The Pensions Regulator,,83520.0,90480.0,87870.0,87870.0,,,Senior Data Scientist
621,iwoca,,111360.0,121800.0,116580.0,116580.0,,,Senior Data Scientist
622,On the Beach,,78300.0,83520.0,80040.0,80040.0,,17400.0,Senior Data Scientist
623,Teradata,,102660.0,111360.0,105270.0,105270.0,7830.0,23490.0,Senior Data Scientist
624,The Institution of Engineering and Technology,,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
625,GroupM,,137460.0,149640.0,142680.0,142680.0,,,Senior Data Scientist
626,Scottish Water,,73080.0,78300.0,74820.0,74820.0,,,Senior Data Scientist
627,Meltwater,,140940.0,153120.0,147030.0,147030.0,,,Senior Data Scientist
628,Liberty Global,,128760.0,139200.0,133980.0,133980.0,4350.0,,Senior Data Scientist
629,Product Madness,,107880.0,116580.0,113100.0,113100.0,,,Senior Data Scientist
630,Hailo,,17400.0,19140.0,18270.0,18270.0,,,Senior Data Scientist
631,Liaison Group,,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
632,Glassdoor,,196620.0,214020.0,205320.0,205320.0,,26970.0,Senior Data Scientist
633,McDermott,,127020.0,137460.0,130500.0,130500.0,,26100.0,Senior Data Scientist
634,Karhoo,,74820.0,81780.0,78300.0,78300.0,,,Senior Data Scientist
635,Owlstone Medical,,67860.0,74820.0,70470.0,70470.0,,,Senior Data Scientist
636,Hybrid Theory,,85260.0,92220.0,87870.0,87870.0,,,Senior Data Scientist
637,The Christie NHS Foundation Trust,,80040.0,88740.0,83520.0,83520.0,,,Senior Data Scientist
638,BenevolentAI,,140940.0,151380.0,146160.0,146160.0,,,Senior Data Scientist
639,Quantcast,,116580.0,128760.0,122670.0,122670.0,18270.0,,Senior Data Scientist
640,WRc,,67860.0,74820.0,72210.0,72210.0,,,Senior Data Scientist
641,Digital Shadows,,128760.0,139200.0,133980.0,133980.0,,,Senior Data Scientist
642,Aridhia Informatics,,66120.0,69600.0,68730.0,68730.0,,3480.0,Senior Data Scientist
643,MyDrive,,121800.0,130500.0,124410.0,124410.0,31320.0,,Senior Data Scientist
644,Annalect,,93960.0,102660.0,97440.0,97440.0,,,Senior Data Scientist
645,Starcount,,99180.0,107880.0,102660.0,102660.0,,,Senior Data Scientist
646,Advizzo,,71340.0,78300.0,74820.0,74820.0,,,Senior Data Scientist
647,Aquila Insight,,78300.0,85260.0,81780.0,81780.0,,,Senior Data Scientist
648,Healthily,,106140.0,114840.0,109620.0,109620.0,8700.0,,Senior Data Scientist
649,MAANA,,191400.0,205320.0,200100.0,200100.0,,,Senior Data Scientist
650,REalyse,,125280.0,137460.0,131370.0,131370.0,,,Senior Data Scientist
651,HealthUnlocked,,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
652,Green Running,,92220.0,100920.0,97440.0,97440.0,,,Senior Data Scientist
653,Fractal (United Kingdom),,83520.0,90480.0,87000.0,87000.0,,,Senior Data Scientist
654,The Reach Group,,167040.0,182700.0,174870.0,174870.0,,,Senior Data Scientist
655,Jearni,,57907.2,61526.4,61526.4,61526.4,,,Senior Data Scientist
656,Snap (UK),,118320.0,127020.0,121800.0,121800.0,,,Senior Data Scientist
657,Qbiz,,109620.0,116580.0,113100.0,113100.0,8700.0,,Senior Data Scientist
658,data science incorporated,,100920.0,107880.0,,,,,Senior Data Scientist
659,Barclays,,97440.0,106140.0,100920.0,100920.0,,,Junior Data Scientist
660,IBM,,93960.0,102660.0,97440.0,97440.0,,,Junior Data Scientist
661,HSBC Holdings,,57420.0,64380.0,60900.0,60900.0,,,Junior Data Scientist
662,Sky,,81780.0,88740.0,85260.0,85260.0,,,Junior Data Scientist
663,Jaguar Land Rover,,59160.0,66120.0,61770.0,61770.0,,,Junior Data Scientist
664,Santander,,60900.0,66120.0,63510.0,63510.0,7830.0,,Junior Data Scientist
665,Bloomberg L.P.,,76560.0,83520.0,79170.0,79170.0,5220.0,,Junior Data Scientist
666,Cognizant Technology Solutions,,62640.0,67860.0,64380.0,64380.0,,,Junior Data Scientist
667,BAE Systems Applied Intelligence,,62640.0,67860.0,65250.0,65250.0,1075.32,,Junior Data Scientist
668,ASOS,,88740.0,95700.0,93090.0,93090.0,,,Junior Data Scientist
669,Sage,,45240.0,48720.0,46110.0,46110.0,,,Junior Data Scientist
670,Tata Consultancy Services,,46980.0,50460.0,48720.0,48720.0,,,Junior Data Scientist
671,Thales,20880.0,1740.0,1740.0,,,,,Data Scientist Intern
672,Mercer,,64380.0,69600.0,67860.0,67860.0,889.14,1235.4,Junior Data Scientist
673,AXA,,52200.0,55680.0,53940.0,53940.0,4350.0,,Junior Data Scientist
674,University of Newcastle (UK),,45240.0,48720.0,46980.0,46980.0,,,Junior Data Scientist
675,Domestic & General Group,,59160.0,66120.0,62640.0,62640.0,,,Junior Data Scientist
676,MediaCom,,41760.0,45240.0,43500.0,43500.0,1706.94,,Junior Data Scientist
677,Bulb,,66120.0,73080.0,69600.0,69600.0,,,Junior Data Scientist
678,Allstate Northern Ireland,,43500.0,46980.0,45240.0,45240.0,1733.04,,Junior Data Scientist
679,Essence,,59160.0,66120.0,62640.0,62640.0,6090.0,,Junior Data Scientist
680,Avis Budget Group,,43500.0,46980.0,45240.0,45240.0,,,Junior Data Scientist
681,Collinson,,48720.0,53940.0,52200.0,52200.0,,,Junior Data Scientist
682,Efficio,,92220.0,99180.0,95700.0,95700.0,9570.0,,Junior Data Scientist
683,The Pensions Regulator,,43500.0,46980.0,45240.0,45240.0,,,Junior Data Scientist
684,Kubrick Group,,43500.0,46980.0,45240.0,45240.0,5220.0,,Junior Data Scientist
685,Clyde & Co,,50668.8,54288.0,50668.8,50668.8,,,Junior Data Scientist
686,Reply,,66120.0,73080.0,69600.0,69600.0,8700.0,,Junior Data Scientist
687,Zopa,,74820.0,81780.0,,,,,Junior Data Scientist
688,Vocalink,,69600.0,74820.0,,,,,Junior Data Scientist
689,The National Crime Agency,,57420.0,62640.0,60030.0,60030.0,,,Junior Data Scientist
690,Smarkets,,78300.0,83520.0,80040.0,80040.0,,,Junior Data Scientist
691,Gocompare,,46980.0,50460.0,48720.0,48720.0,,,Junior Data Scientist
692,The Specialist Works,,50460.0,53940.0,52200.0,52200.0,1701.72,,Junior Data Scientist
693,Black Swan Data,,53940.0,59160.0,56550.0,56550.0,,,Junior Data Scientist
694,Blenheim Chalcot,,50460.0,53940.0,52200.0,52200.0,,,Junior Data Scientist
695,Uniper,,40020.0,43500.0,41760.0,41760.0,,,Junior Data Scientist
696,Brady plc,,43500.0,46980.0,45240.0,45240.0,,,Junior Data Scientist
697,Behavioural Insights Team,20525.04,1680.84,1740.0,,,,,Data Scientist Intern
698,Barings,,66120.0,73080.0,70470.0,70470.0,,,Junior Data Scientist
699,Cytora,,59160.0,64380.0,62640.0,62640.0,,,Junior Data Scientist
700,Angel Solutions,,26100.0,27840.0,26970.0,26970.0,,,Junior Data Scientist
701,Mango Solutions,,31320.0,33060.0,,,,,Data Scientist Intern
702,Featurespace,,66120.0,71340.0,70470.0,70470.0,,,Junior Data Scientist
703,XYZ,,59160.0,62640.0,60900.0,60900.0,,,Junior Data Scientist
704,Decibel,,67860.0,73080.0,69600.0,69600.0,6960.0,,Junior Data Scientist
705,MYJAR,,59160.0,62640.0,60900.0,60900.0,6090.0,,Junior Data Scientist
706,Intent HQ,,48720.0,52200.0,49590.0,49590.0,1.74,,Junior Data Scientist
707,Methods Analytics,,41760.0,45240.0,43500.0,43500.0,,979.62,Junior Data Scientist
708,Measurelab,,36192.0,36192.0,36192.0,36192.0,,,Junior Data Scientist
709,EMPLOYERS,,59160.0,64380.0,61770.0,61770.0,,,Junior Data Scientist
710,TSB Bank,,69600.0,74820.0,73080.0,73080.0,,,Data Scientist
711,Dyson,,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
712,University of Manchester,,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
713,AKQA,,59160.0,62640.0,61770.0,61770.0,,,Data Scientist
714,Holiday Extras,,66120.0,73080.0,70470.0,70470.0,,5220.0,Data Scientist
715,Reed Business Information,,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
716,MATCHESFASHION,,57420.0,64380.0,60900.0,60900.0,,,Data Scientist
717,ICIS,,60900.0,64380.0,61770.0,61770.0,,,Data Scientist
718,Perspectum Diagnostics,,59160.0,62640.0,60900.0,60900.0,2610.0,,Data Scientist
719,FlightGlobal,,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
720,HSBC Holdings,,85260.0,92220.0,88740.0,88740.0,8700.0,,Lead Data Scientist
721,BBC,,137460.0,147900.0,143550.0,143550.0,,,Lead Data Scientist
722,Capgemini,,132240.0,144420.0,138330.0,138330.0,,,Lead Data Scientist
723,Microsoft,,151380.0,165300.0,159210.0,159210.0,,,Lead Data Scientist
724,The Department for Education (UK),,83520.0,92220.0,88740.0,88740.0,,,Lead Data Scientist
725,easyJet,,125280.0,133980.0,130500.0,130500.0,11310.0,,Lead Data Scientist
726,PlayStation,,116580.0,125280.0,121800.0,121800.0,,,Lead Data Scientist
727,Funding Circle,,104400.0,111360.0,108750.0,108750.0,,,Lead Data Scientist
728,Reed Business Information,,114840.0,123540.0,118320.0,118320.0,,,Lead Data Scientist
729,Preqin,,118320.0,127020.0,121800.0,121800.0,,,Lead Data Scientist
730,UCAS,,66120.0,71340.0,69600.0,69600.0,,,Lead Data Scientist
731,Blis,,113100.0,123540.0,118320.0,118320.0,,,Lead Data Scientist
732,Imagini Holdings,,135720.0,146160.0,140940.0,140940.0,23490.0,,Lead Data Scientist
733,Dataiku,,132240.0,144420.0,137460.0,137460.0,,18270.0,Lead Data Scientist
734,Together Networks,,116580.0,125280.0,120930.0,120930.0,,,Lead Data Scientist
735,World Association of Nuclear Operators,,135720.0,146160.0,141810.0,141810.0,,,Lead Data Scientist
736,EDF,,22620.0,24360.0,,,,,Data Scientist Intern
737,SITA,,76560.0,81780.0,79170.0,79170.0,,,Data Scientist Intern
738,Brainbow,,76560.0,81780.0,78300.0,78300.0,,,Data Scientist Intern
739,Scene Connect,,74820.0,81780.0,79170.0,79170.0,,,Data Scientist Intern
740,Expedia Group,,100920.0,109620.0,,,,,Senior Data Scientist
741,Ministry of Justice UK,,95700.0,102660.0,99180.0,99180.0,,,Lead Data Scientist
742,AstraZeneca,,123540.0,133980.0,129630.0,129630.0,16530.0,,Lead Data Scientist
743,Experian,,174000.0,189660.0,181830.0,181830.0,17400.0,,Lead Data Scientist
744,TUI Group,,81780.0,88740.0,86130.0,86130.0,8700.0,,Lead Data Scientist
745,Wipro,,198360.0,214020.0,205320.0,205320.0,51330.0,,Lead Data Scientist
746,QinetiQ,,104400.0,113100.0,109620.0,109620.0,,,Lead Data Scientist
747,Openreach,,113100.0,121800.0,116580.0,116580.0,15660.0,699.48,Lead Data Scientist
748,Skyscanner,,120060.0,130500.0,124410.0,124410.0,3480.0,,Lead Data Scientist
749,Cloudera,,205320.0,224460.0,215760.0,215760.0,,,Lead Data Scientist
750,Starcount,,295800.0,323640.0,310590.0,310590.0,,,Lead Data Scientist
751,Direct Line Group,,81780.0,90480.0,87000.0,87000.0,3480.0,,Data Scientist
752,Lancaster University,,99180.0,107880.0,103530.0,103530.0,,,Data Scientist
753,Blockchain,,135720.0,146160.0,141810.0,141810.0,,,Data Scientist
754,Virtual Clarity,,113100.0,123540.0,119190.0,119190.0,,,Data Scientist
755,Big Data Scientists,,41760.0,45240.0,43500.0,43500.0,,,Data Scientist
756,Morsum,,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
757,Accenture,,55680.0,60900.0,58290.0,58290.0,,,Data Scientist
758,Fruugo,,27840.0,29580.0,28710.0,28710.0,,,Data Scientist
759,Accenture,,146160.0,158340.0,152250.0,152250.0,13050.0,,Lead Data Scientist
760,BT,,71340.0,78300.0,74820.0,74820.0,6960.0,,Lead Data Scientist
761,BP,,109620.0,118320.0,113100.0,113100.0,21750.0,,Lead Data Scientist
762,Facebook,,200100.0,215760.0,209670.0,209670.0,17400.0,17400.0,Lead Data Scientist
763,Sainsbury’s,,125280.0,135720.0,130500.0,130500.0,26100.0,,Lead Data Scientist
764,dunnhumby,,85260.0,90480.0,121800.0,121800.0,18270.0,,Lead Data Scientist
765,Aimia,,95700.0,104400.0,100920.0,100920.0,8700.0,,Lead Data Scientist
766,World Programming,,127020.0,135720.0,130500.0,130500.0,,,Lead Data Scientist
767,NHS,,80040.0,87000.0,82650.0,82650.0,,,Data Scientist
768,Capgemini,,67860.0,73080.0,71340.0,71340.0,,,Data Scientist
769,PA Consulting,,93960.0,100920.0,98310.0,98310.0,8700.0,,Data Scientist
770,Shell,,109620.0,120060.0,113970.0,113970.0,,,Data Scientist
771,First Derivatives,,34800.0,36540.0,34800.0,34800.0,,,Data Scientist
772,Kubrick Group,,64380.0,69600.0,66990.0,66990.0,,,Data Scientist
773,Quantexa,,71340.0,76560.0,73080.0,73080.0,5220.0,,Data Scientist
774,Allscripts,,68764.8,76003.2,,,,,Data Scientist
775,Matthew West Analytics,41760.0,3480.0,3480.0,,,,,Data Scientist
776,Deloitte,,78300.0,85260.0,80910.0,80910.0,,,Senior Data Scientist
777,Sage,,53940.0,57420.0,55680.0,55680.0,,,Senior Data Scientist
778,First Derivatives,,33060.0,34800.0,33930.0,33930.0,,,Senior Data Scientist
779,Ericsson-Worldwide,,48720.0,52200.0,50460.0,50460.0,4350.0,,Senior Data Scientist
780,Reed Business Information,,45240.0,50460.0,47850.0,47850.0,,,Senior Data Scientist
781,Avios,,50460.0,55680.0,53940.0,53940.0,,,Senior Data Scientist
782,Frazer-Nash Consultancy,,46980.0,50460.0,48720.0,48720.0,,,Senior Data Scientist
783,ERS,,50460.0,53940.0,52200.0,52200.0,,,Senior Data Scientist
784,Bosch,,55680.0,60900.0,58290.0,58290.0,,,Senior Data Scientist
785,Fospha,,50460.0,55680.0,53070.0,53070.0,,,Senior Data Scientist
786,Liberty Mutual Insurance,,74820.0,81780.0,77430.0,77430.0,,,Junior Data Scientist
787,Software AG Germany,,87000.0,93960.0,,,,,Lead Data Scientist
788,FNZ,,53940.0,57420.0,54810.0,54810.0,,,Data Scientist
789,Kami Intelligence,,28953.6,32572.8,,,,,Data Scientist
790,Faculty,20399.76,1659.96,1740.0,,,,,Data Scientist Intern
791,Facebook,,140940.0,151380.0,146160.0,146160.0,,,Data Scientist
792,Skipton Building Society,,66120.0,71340.0,68730.0,68730.0,,,Senior Data Scientist
793,Barclays,,208800.0,224460.0,214890.0,214890.0,18270.0,,Lead Data Scientist
794,Capgemini,,153120.0,167040.0,160950.0,160950.0,,,Lead Data Scientist
795,William Hill,,123540.0,135720.0,130500.0,130500.0,36.54,,Lead Data Scientist
796,EDF,,174000.0,189660.0,180090.0,180090.0,26100.0,,Lead Data Scientist
797,News UK,,135720.0,146160.0,140940.0,140940.0,27.84,,Lead Data Scientist
798,CarFinance247,,90480.0,95700.0,93960.0,93960.0,,,Lead Data Scientist
799,Adecco Group,,133980.0,147900.0,141810.0,141810.0,,,Lead Data Scientist
800,Liberis,,116580.0,125280.0,120930.0,120930.0,17400.0,,Lead Data Scientist
801,BGL HK,,182700.0,198360.0,191400.0,191400.0,,,Lead Data Scientist
802,Unbound (UK),,125280.0,133980.0,129630.0,129630.0,,,Lead Data Scientist
803,--,,76560.0,85260.0,,,,,Lead Data Scientist
804,Bank of England,,95700.0,102660.0,99180.0,99180.0,,,Data Scientist
805,Abc,,92220.0,99180.0,95700.0,95700.0,,,Senior Data Scientist
806,Microsoft,,158340.0,172260.0,166170.0,166170.0,,,Lead Data Scientist
807,Schlumberger,,140940.0,151380.0,147030.0,147030.0,,,Lead Data Scientist
808,Skimlinks,,100920.0,107880.0,105270.0,105270.0,,,Data Scientist
809,Elevate Credit,,43500.0,46980.0,,,,,Data Scientist Intern
